Date,PPI-yy US,CPI-yy US,ism-manufacturing-pmi US,ism-non-manufacturing-pmi US,cb-consumer-confidence US,nfib-small-business-optimism US,retail-sales-yy US,retail-sales-ex-autos-mm US,durable-goods-orders US,nonfarm-payrolls US,industrial-production-mm US,trade-balance US,housing-starts US,new-home-sales US,building-permits US,existing-home-sales US,unemployment-rate US,adp-nonfarm-employment-change US,ny-empire-state-manufacturing-index US,chicago-pmi US,capacity-utilization US,factory-orders US,durable-goods-orders-ex-transportation US,business-inventories-mm US,pce-price-index-yy US,pce-price-index-mm US,core-pce-price-index-yy US,core-pce-price-index-mm US,average-hourly-earnings US,adp-nonfarm-employment US,PPI EuroZone,CPI EuroZone,manufacturing-pmi EuroZone,services-pmi EuroZone,consumer-confidence EuroZone,business-and-consumer-survey EuroZone,retail-sales EuroZone,industrial-production EuroZone,trade-balance EuroZone,unemployment-rate EuroZone,markit-composite-pmi EuroZone,ecb-deposit-rate-decision EuroZone,zew-indicator-of-economic-sentiment EuroZone,fed-interest-rate-decision US,ecb-interest-rate-decision EuroZone,boe-interest-rate-decision UK,snb-interest-rate-decision Switzerland,EUR/USD
2015-05,-1.3,-0.2,51.5,57.8,95.4,98.3,0.9,0.1,-0.5,223.0,-0.3,-51.37,1.135,0.517,1.143,5.04,5.4,169.0,3.1,46.2,78.2,2.1,0.5,0.1,0.25,0.25,1.25,0.1,0.1,169.0,-2.3,0.0,52.0,53.3,-5.5,103.8,1.6,1.8,19.7,11.2,53.4,-0.2,61.2,0.25,0.05,0.5,-0.75,1.096035
2015-04,-0.8,-0.1,51.5,56.5,95.2,96.9,1.3,0.4,4.0,126.0,-0.6,-35.4,0.926,0.481,1.039,5.19,5.5,189.0,-1.2,52.3,78.4,0.2,-0.2,0.3,0.3,0.2,1.3,0.1,0.3,189.0,-2.8,0.0,51.9,54.2,-4.6,103.7,3.0,1.6,22.0,11.3,53.5,-0.2,64.8,0.25,0.05,0.5,-0.75,1.111432
2015-03,-0.6,0.0,52.9,56.9,101.4,95.2,1.7,0.0,-1.4,264.0,0.1,-42.68,0.897,0.543,1.092,4.89,5.5,214.0,6.9,46.3,79.0,-0.7,-0.4,0.0,0.3,0.2,1.4,0.1,0.1,214.0,-3.5,-0.1,51.9,53.7,-3.7,103.9,3.7,0.4,21.2,11.3,54.1,-0.2,62.4,0.25,0.05,0.5,-0.75,1.083025
2015-02,0.0,-0.1,53.5,56.7,98.8,98.0,3.3,-1.1,2.0,201.0,-0.3,-45.6,1.081,0.5,1.06,4.82,5.7,250.0,7.8,45.8,79.1,-3.5,-0.7,0.0,0.8,-0.2,1.3,0.0,0.5,250.0,-2.6,-0.6,51.1,52.7,-6.7,102.1,3.1,0.6,23.3,11.3,53.5,-0.2,52.7,0.25,0.05,0.5,-0.75,1.119796
2015-01,1.1,0.8,55.5,56.2,103.8,97.9,3.2,-0.9,-3.7,329.0,-0.3,-39.75,1.087,0.482,1.06,5.07,5.6,253.0,10.0,59.4,79.7,-1.7,-0.9,0.2,1.0,-0.2,1.35,0.0,-0.2,253.0,-1.6,-0.2,51.0,51.6,-8.5,101.2,1.6,-0.8,21.6,11.3,52.2,-0.2,45.2,0.25,0.05,0.5,-0.75,1.128796
2014-12,1.4,1.3,58.7,59.3,93.1,98.0,5.1,0.5,-2.1,353.0,1.3,-42.25,1.043,0.431,1.052,4.92,5.8,227.0,-1.2,58.3,80.0,-0.7,-1.3,0.2,1.2,-0.2,1.4,0.0,0.2,227.0,-1.3,0.3,50.1,51.9,-10.9,100.7,1.6,0.8,19.6,11.4,51.1,-0.2,31.8,0.25,0.05,0.5,-0.25,1.216205
2014-11,1.5,1.7,59.0,57.1,91.0,98.1,4.1,0.4,0.3,243.0,0.1,-43.6,1.045,0.458,1.08,5.25,5.8,233.0,10.2,60.8,79.3,-0.5,-1.0,0.3,1.4,0.1,1.5,0.2,0.1,233.0,-1.4,0.3,50.6,52.3,-11.5,100.8,0.5,0.5,17.9,11.5,51.4,-0.2,11.0,0.25,0.05,0.5,-0.25,1.243797
2014-10,1.6,1.7,56.6,58.6,94.1,96.1,4.3,0.0,-0.9,256.0,0.8,-39.99,1.038,0.455,1.031,5.18,5.9,225.0,6.2,66.2,79.2,-10.0,0.2,0.1,1.4,0.1,1.5,0.1,0.0,225.0,-1.4,0.4,50.7,52.4,-11.1,100.7,1.9,-0.5,15.4,11.5,52.2,-0.2,4.1,0.25,0.05,0.5,-0.25,1.261336
2014-09,1.8,1.7,59.0,59.6,89.0,95.3,5.0,0.3,-18.3,180.0,-0.2,-40.3,0.957,0.466,1.003,5.05,6.1,202.0,27.5,60.5,78.7,10.5,0.4,0.4,1.5,0.0,1.5,0.1,0.3,202.0,-1.3,0.3,50.5,53.1,-11.4,99.9,0.5,1.6,12.7,11.5,52.3,-0.2,14.2,0.25,0.05,0.5,0.0,1.269084
2014-08,1.7,2.0,57.1,58.7,93.4,96.1,3.7,0.3,22.5,212.0,0.2,-40.81,1.117,0.427,1.052,5.14,6.2,207.0,14.7,64.3,79.1,1.5,-0.7,0.4,1.6,0.1,1.5,0.1,0.1,207.0,-0.8,0.3,50.8,54.2,-10.0,100.6,1.9,0.2,13.8,11.5,52.8,-0.1666666666666666,23.7,0.25,0.15,0.5,0.0,1.313456
2014-07,1.9,2.1,55.3,56.0,90.3,95.0,4.3,0.4,2.7,298.0,0.4,-44.66,0.945,0.422,0.963,5.03,6.1,212.0,25.6,52.6,79.1,-0.6,3.0,0.5,1.7000000000000002,0.2,1.6,0.2,0.2,212.0,-1.0,0.4,51.9,52.8,-8.4,102.2,0.6,0.6,15.2,11.5,54.0,-0.1333333333333333,48.1,0.25,0.15,0.5,0.0,1.339603
2014-06,2.0,2.1,55.4,56.3,86.4,96.6,4.3,0.1,-1.0,224.0,0.5,-47.04,0.985,0.442,1.005,4.91,6.3,179.0,19.3,62.6,79.1,0.8,-0.1,0.6,1.8,0.3,1.7,0.3,0.2,179.0,-1.2,0.5,51.9,53.2,-7.5,102.0,1.8,1.4,15.2,11.6,52.8,-0.1,58.4,0.25,0.15,0.5,0.0,1.364443
2014-05,2.1,2.0,54.9,55.2,82.2,95.2,4.0,0.4,0.8,282.0,-0.3,-44.18,1.071,0.425,1.08,4.66,6.3,197.0,19.0,65.5,78.9,1.5,0.4,0.4,1.6,0.2,1.4,0.2,0.0,197.0,-1.6,0.7,53.4,53.5,-7.1,102.7,1.0,0.2,15.2,11.8,53.9,-0.0857142857142857,55.2,0.25,0.25,0.5,0.0,1.363457
2014-04,1.4,1.5,53.7,53.1,81.7,93.4,3.8,1.0,3.6,203.0,0.9,-41.87,0.947,0.407,1.0,4.59,6.7,215.0,1.3,63.0,79.3,1.5,2.9,0.5,1.4,0.15,1.25,0.15,0.1,215.0,-1.7,0.7,53.3,52.2,-8.7,102.0,1.0,1.7,13.9,11.8,53.1,-0.0714285714285714,61.2,0.25,0.25,0.5,0.0,1.381368
2014-03,0.9,1.1,53.2,51.6,83.9,91.4,1.5,0.3,2.2,197.0,1.2,-39.1,0.92,0.449,1.014,4.6,6.7,178.0,5.6,55.9,78.8,-1.0,0.1,0.4,1.2,0.1,1.1,0.1,0.4,178.0,-1.4,0.5,53.0,52.6,-9.3,102.4,0.8,1.6,14.7,11.85,53.2,-0.0571428571428571,61.5,0.25,0.25,0.5,0.0,1.375213
2014-02,1.2,1.6,51.3,54.0,78.3,94.1,2.6,-0.3,-1.3,129.0,-0.2,-38.98,0.909,0.455,0.937,4.62,6.6,127.0,4.5,59.8,78.5,-2.0,0.9,0.5,1.15,0.15,1.15,0.1,0.2,127.0,-0.8,0.8,53.0,51.6,-12.7,101.2,-0.4,1.2,15.35,11.9,52.7,-0.0428571428571428,68.5,0.25,0.25,0.5,0.0,1.370746
2014-01,1.2,1.5,57.0,53.0,79.4,93.9,4.1,0.7,-4.2,75.0,0.3,-34.56,1.048,0.427,0.991,4.87,6.7,227.0,12.5,59.6,78.9,1.5,-1.9,0.4,1.1,0.2,1.2,0.1,0.0,227.0,-1.2,0.8,53.9,51.0,-11.7,100.9,1.3,2.8,16.0,12.0,53.2,-0.0285714285714285,73.3,0.25,0.25,0.5,0.0,1.355877
2013-12,0.7,1.2,57.3,53.9,77.5,92.5,4.7,0.1,2.6,241.0,1.1,-39.33,1.107,0.444,1.017,4.82,7.0,229.0,2.2,60.8,79.1,-0.5,0.1,0.8,0.9,0.0,1.1,0.1,0.2,229.0,-1.3,0.9,51.6,51.0,-13.6,100.9,-0.3,0.5,14.5,12.05,52.1,-0.0142857142857142,68.3,0.25,0.25,0.5,0.0,1.381006
2013-11,0.3,1.0,56.4,55.4,72.0,91.6,3.9,0.5,-0.7,200.0,-0.1,-42.97,0.873,0.4363333333333333,0.974,5.12,7.3,187.0,-2.2,63.0,78.2,-0.1,0.7,0.6,0.9,0.1,1.2,0.1,0.1,187.0,-0.9,0.9,51.5,51.6,-15.4,98.5,0.3,0.2,14.3,12.1,51.5,0.0,60.2,0.25,0.25,0.5,0.0,1.359398
2013-10,0.3,1.2,56.2,54.4,72.4,93.9,3.2,0.3,3.8,163.0,0.7,-38.7,0.882,0.4286666666666666,0.95,5.29,7.2,145.0,1.5,65.9,78.3,-1.25,-0.2,0.4,1.05,0.1,1.2,0.15,0.1,145.0,-0.8,0.7,51.3,52.2,-14.5,97.8,-0.2,-1.1,12.3,12.2,51.5,0.0,59.1,0.25,0.5,0.5,0.0,1.372401
2013-09,1.4,1.5,55.7,58.6,80.2,94.0,4.7,0.1,0.2,193.0,0.4,-38.64,0.891,0.421,0.926,5.48,7.3,159.0,6.3,55.7,77.9,-2.4,-0.4,0.4,1.2,0.1,1.2,0.2,0.3,159.0,0.0,1.1,51.1,50.7,-14.9,96.9,-0.7,-1.9,11.0,12.1,51.5,0.0,58.6,0.25,0.5,0.5,0.0,1.349546
2013-08,2.1,2.0,55.4,56.0,81.8,94.1,5.4,0.6,-8.1,104.0,0.0,-34.54,0.883,0.39,0.954,5.39,7.4,178.5,8.2,53.0,77.6,1.6,-0.5,0.1,1.3,0.1,1.1,0.1,0.0,178.5,0.3,1.3,51.3,49.8,-16.0,95.2,-1.1,-0.4,14.9,12.0,50.5,0.0,44.0,0.25,0.5,0.5,0.0,1.322401
2013-07,2.5,1.8,50.9,52.2,81.0,93.5,5.7,0.1,3.9,188.0,0.2,-44.1,0.846,0.455,0.911,5.06,7.6,198.0,9.5,52.3,77.7,3.0,0.1,-0.1,1.2000000000000002,0.1,1.15,0.1,0.4,198.0,-0.2,1.6,48.8,49.6,-17.4,92.5,0.3,-1.3,13.8,12.1,50.4,0.0,32.8,0.25,0.5,0.5,0.0,1.326489
2013-06,1.7,1.4,49.0,53.7,82.1,94.4,4.3,0.3,5.2,176.0,0.0,-40.15,0.928,0.459,0.985,5.14,7.6,134.0,7.8,51.6,77.7,1.3,1.0,0.2,1.1,0.1,1.2,0.1,0.1,134.0,-0.2,1.4,48.7,47.2,-18.8,91.3,-1.0,-0.6,15.2,12.1,48.9,0.0,30.6,0.25,0.5,0.5,0.0,1.301304
2013-05,0.6,1.1,50.7,53.1,74.3,92.1,3.7,0.0,3.6,165.0,-0.4,-37.13,0.856,0.466,1.005,4.97,7.5,113.0,-1.4,58.7,77.7,-4.9,1.5,-0.1,0.7,-0.3,1.1,0.0,0.2,113.0,0.6,1.4,47.8,47.0,-21.9,89.4,-2.4,-1.4,18.1,12.1,47.7,0.0,27.6,0.25,0.5,0.5,0.0,1.304393
2013-04,1.1,1.5,51.3,54.4,69.0,89.5,2.8,-0.4,-5.9,138.0,0.3,-43.6,1.021,0.444,0.89,4.94,7.6,131.0,3.1,49.0,78.3,1.9,-1.7,0.0,1.0,-0.1,1.2,0.1,0.0,131.0,1.4,1.2,46.5,46.4,-22.3,88.6,-1.7,-3.2,12.7,12.1,46.5,0.0,24.9,0.25,0.75,0.5,0.0,1.309586
2013-03,1.7,2.0,54.2,56.0,61.9,90.8,4.6,1.0,4.3,268.0,0.8,-44.45,0.939,0.411,0.968,4.95,7.7,237.0,9.2,52.4,78.3,-1.0,-1.7,0.9,1.3,0.4,1.3,0.1,0.1,237.0,1.7,1.8,46.6,47.9,-23.5,90.0,-1.9,-2.4,9.0,12.0,46.5,0.0,33.4,0.25,0.75,0.5,0.0,1.280787
2013-02,1.4,1.6,53.1,55.2,68.0,88.9,4.4,0.4,-3.8,119.0,0.0,-38.14,0.91,0.431,0.904,4.94,7.9,226.0,10.0,56.8,79.2,1.3,2.9,0.3,1.35,0.2,1.35,0.05,0.1,226.0,2.1,2.0,47.8,48.6,-23.6,91.1,-3.0,-1.7,10.3,11.8,47.3,0.0,42.4,0.25,0.75,0.5,0.0,1.315097
2013-01,1.3,1.7,50.2,56.1,58.4,88.0,4.7,0.3,3.7,196.0,0.4,-48.61,0.973,0.378,0.903,4.9,7.8,215.0,-7.8,55.6,79.3,-0.3,1.0,0.2,1.4,0.0,1.4,0.0,0.3,215.0,2.1,2.2,46.1,48.3,-23.9,89.2,-1.9,-4.0,10.5,11.7,47.2,0.0,31.2,0.25,0.75,0.5,0.0,1.356834
2012-12,1.5,1.8,49.9,54.7,66.7,87.5,3.7,-0.1,0.8,161.0,1.0,-42.06,0.851,0.398,0.899,4.99,7.8,118.0,-8.1,50.0,78.7,0.8,1.6,0.3,1.4,-0.2,1.5,0.0,0.3,118.0,2.6,2.2,46.2,47.8,-26.6,89.2,-3.2,-3.3,7.4,11.7,47.3,0.0,7.6,0.25,0.75,0.5,0.0,1.322769
2012-11,2.3,2.2,51.7,54.2,72.2,93.1,3.8,0.0,1.1,138.0,-0.7,-40.28,0.888,0.361,0.868,4.76,7.9,157.0,-5.2,50.4,77.7,4.8,1.9,0.7,1.7,0.1,1.6,0.1,0.0,157.0,2.7,2.5,46.2,46.0,-26.9,85.7,-1.6,-2.3,11.0,11.7,45.8,0.0,-2.6,0.25,0.75,0.5,0.0,1.297353
2012-10,2.1,2.0,51.6,55.1,70.30000000000001,92.8,5.4,1.2,9.2,148.0,0.2,-43.79,0.863,0.369,0.894,4.69,7.8,162.0,-6.2,49.9,78.2,-5.1,1.7,0.6,1.6,0.4,1.6,0.1,0.3,162.0,2.7,2.5,45.3,46.1,-25.7,84.5,-0.9,-2.9,8.9,11.5,45.8,0.0,-1.4,0.25,0.75,0.5,0.0,1.29626
2012-09,2.0,1.7,50.7,53.7,68.4,92.9,4.7,1.0,-13.1,142.0,-1.4,-42.47,0.758,0.368,0.803,4.83,8.1,189.0,-10.4,49.7,78.0,-1.25,-2.1,0.8,1.5,0.4,1.6,0.1,0.0,189.0,1.6,2.7,46.0,47.2,-25.9,85.0,-1.4,-2.8,7.2,11.45,45.9,0.0,-3.8,0.25,0.75,0.5,0.0,1.284505
2012-08,0.5,1.4,50.5,52.6,61.3,91.2,4.1,0.8,3.3,141.0,0.5,-41.9,0.733,0.374,0.812,4.47,8.3,156.0,-5.9,53.0,79.2,2.6,-1.3,0.1,1.3,0.0,1.6,0.0,0.1,156.0,1.8,2.4,45.3,47.9,-24.6,86.1,-0.9,-2.1,9.3,11.4,46.6,0.0,-21.2,0.25,0.75,0.5,0.0,1.251095
2012-07,0.7,1.7,50.2,52.1,65.4,91.4,3.8,-0.4,1.6,45.0,0.1,-48.04,0.754,0.359,0.755,4.37,8.2,172.0,7.4,53.7,78.9,0.5,-2.2,0.3,1.5,0.1,1.8,0.2,0.3,172.0,2.3,2.4,45.1,47.6,-21.6,87.9,-0.8,-2.6,6.8,11.3,46.4,0.0,-22.3,0.25,0.75,0.5,0.0,1.225941
2012-06,0.7,1.7,52.5,53.7,62.7,94.4,5.3,-0.4,1.6,87.0,-0.2,-50.6,0.711,0.382,0.784,4.62,8.2,152.5,2.3,52.9,79.0,-0.7,0.8,0.3,1.9,-0.2,1.8,0.1,0.2,152.5,2.6,2.4,45.1,46.8,-19.8,89.9,-3.4,-2.4,4.5,11.0,46.0,0.0357142857142857,-20.1,0.25,1.0,0.5,0.0,1.266496
2012-05,1.9,2.3,54.1,53.5,64.4,94.5,6.4,-0.3,-0.2,77.0,1.0,-52.62,0.744,0.343,0.723,4.62,8.1,133.0,17.1,52.7,79.2,-2.1,-0.6,0.3,2.0,0.0,1.95,0.15,0.1,133.0,3.5,2.4,45.0,46.9,-19.3,90.6,-0.2,-1.5,4.3,11.0,46.0,0.0714285714285714,-2.4,0.25,1.0,0.5,0.0,1.237471
2012-04,2.8,2.7,53.3,56.0,68.7,92.5,6.5,0.8,-3.7,154.0,-0.6,-45.42,0.699,0.332,0.769,4.47,8.2,201.0,6.6,56.2,78.4,1.1,-0.8,0.6,2.1,0.2,2.1,0.2,0.2,201.0,3.6,2.6,46.0,47.9,-19.9,92.8,-2.1,-1.5,3.7,10.8,46.0,0.1071428571428571,13.1,0.25,1.0,0.5,0.0,1.324152
2012-03,3.3,2.9,51.9,57.3,69.5,94.3,6.5,0.9,1.9,240.0,0.0,-52.52,0.694,0.353,0.715,4.6,8.3,230.0,20.2,62.2,78.7,-1.1,1.9,0.8,2.3,0.3,1.9,0.1,0.3,230.0,3.8,2.7,47.7,48.8,-19.1,94.4,-1.1,-1.7,5.3,10.7,46.0,0.1428571428571428,11.0,0.25,1.0,0.5,0.0,1.334508
2012-02,4.1,2.9,54.1,56.8,71.6,93.9,5.8,1.1,-3.6,275.0,0.4,-50.42,0.706,0.318,0.676,4.63,8.3,173.0,19.5,64.0,78.8,1.4,-3.2,0.6,2.4,0.2,1.85,0.1,0.1,173.0,4.3,2.6,49.0,50.4,-20.2,94.4,-1.3,-1.8,7.4,10.65,46.0,0.1785714285714285,-8.1,0.25,1.0,0.5,0.0,1.3478
2012-01,4.8,3.0,53.1,52.6,61.5,93.8,6.5,-0.5,3.2,203.0,1.0,-47.06,0.689,0.324,0.671,4.38,8.5,325.0,13.5,60.2,78.5,2.2,2.1,0.3,2.5,0.1,1.8,0.1,0.1,325.0,5.4,2.7,46.9,50.5,-20.3,93.3,-1.5,0.1,6.1,10.6,46.0,0.2142857142857142,-32.5,0.25,1.0,0.5,0.0,1.313957
2011-12,5.7,3.4,52.2,52.0,64.8,92.6,6.7,0.3,4.3,100.0,-0.3,-43.27,0.685,0.318,0.68,4.39,8.7,227.5,8.2,62.2,77.9,-0.2,0.5,0.8,2.6,0.1,1.7,0.1,0.0,227.5,5.5,3.0,46.9,47.5,-21.2,93.3,-0.7,1.0,0.5,10.45,46.0,0.25,-54.1,0.25,1.0,0.5,0.0,1.295605
2011-11,5.9,3.5,51.8,52.9,55.2,90.2,7.2,0.6,0.0,100.0,0.7,-44.17,0.627,0.311,0.644,4.25,9.0,130.0,0.6,62.5,77.9,-0.1,1.5,0.0,2.7,-0.1,1.7,0.1,0.3,130.0,5.8,3.0,46.4,46.4,-20.4,93.7,-1.4,2.2,2.5,10.3,46.0,0.5,-59.1,0.25,1.25,0.5,0.0,1.33241
2011-10,6.9,3.9,52.5,53.0,40.9,88.9,7.9,0.5,-1.5,210.0,-0.1,-44.92,0.63,0.302,0.589,4.9,9.1,116.0,-8.5,59.3,77.7,0.1,1.8,0.4,2.9,0.2,1.6,0.0,0.3,116.0,5.8,3.0,47.3,48.8,-19.9,94.8,-0.1,6.0,-1.2,10.2,46.0,0.5625,-51.2,0.25,1.5,0.5,0.0,1.414007
2011-09,6.5,3.8,52.5,53.3,46.4,88.1,7.2,0.5,-0.1,104.0,0.0,-45.63,0.572,0.29,0.625,5.06,9.1,102.5,-8.8,61.3,77.6,1.1,-0.4,0.5,2.9,0.3,1.7,0.2,-0.2,102.5,6.1,2.5,48.4,51.5,-19.1,95.0,-0.4,4.4,-3.6,10.1,46.0,0.625,-44.6,0.25,1.5,0.5,0.0,1.358585
2011-08,7.2,3.6,51.4,52.7,45.2,89.9,8.5,0.3,4.1,127.0,0.9,-51.6,0.601,0.295,0.601,4.67,9.1,89.0,-7.7,58.1,77.5,2.1,0.7,0.4,2.6,0.4,1.6,0.2,0.5,89.0,5.9,2.5,49.7,51.6,-16.5,98.3,-0.7,2.6,-2.7,10.0,46.0,0.6875,-40.0,0.25,1.5,0.5,0.0,1.443314
2011-07,7.0,3.6,55.3,53.3,59.2,90.8,8.1,0.2,-1.3,46.0,0.4,-50.83,0.613,0.303,0.617,4.84,9.2,145.0,-3.8,59.8,76.7,0.6,0.6,0.9,2.6,0.3,1.4500000000000002,0.2,0.0,145.0,6.2,2.5,52.0,51.4,-11.4,103.2,-2.3,4.4,-0.8,9.9,46.0,0.75,-7.0,0.25,1.5,0.5,0.0,1.433199
2011-06,7.3,3.6,53.5,54.6,57.6,90.9,7.7,0.2,1.9,25.0,-0.1,-43.63,0.549,0.308,0.609,4.81,9.1,36.0,-7.8,61.1,76.7,-0.9,0.7,1.0,2.6,0.2,1.3,0.2,0.3,36.0,6.7,2.7,52.0,56.0,-9.7,105.1,0.8,5.3,-2.5,9.9,46.0,0.6666666666666666,-5.9,0.25,1.25,0.5,0.25,1.44789
2011-05,6.8,3.2,60.4,52.8,61.7,91.2,7.6,0.5,-2.7,232.0,0.0,-46.82,0.541,0.316,0.563,5.0,9.0,177.0,11.9,56.6,76.7,3.8,-0.4,1.3,2.2,0.3,1.1,0.2,0.1,177.0,6.8,2.7,54.8,56.7,-9.9,105.5,-1.7,5.8,-2.2,9.9,46.0,0.5833333333333334,13.6,0.25,1.25,0.5,0.25,1.432234
2011-04,5.8,2.7,61.2,57.3,66.0,91.9,7.1,1.2,4.4,221.0,0.7,-45.44,0.585,0.305,0.574,5.09,8.8,192.0,21.7,67.6,77.0,1.75,2.5,0.7,1.8,0.4,0.9,0.1,0.0,192.0,6.6,2.8,57.7,57.2,-11.6,106.2,1.3,7.7,-2.7,9.9,46.0,0.5,19.7,0.25,1.25,0.5,0.25,1.482096
2011-03,5.6,2.1,61.4,59.7,63.8,94.5,8.9,1.1,-1.1,194.0,0.1,-46.97,0.512,0.281,0.534,4.92,8.9,207.0,17.5,70.6,76.5,-0.3,-0.6,1.0,1.6,0.4,0.9,0.2,0.0,207.0,5.9,2.4,57.7,56.9,-10.6,107.3,0.4,6.3,-3.7,10.0,46.0,0.4891304347826087,31.0,0.25,1.0,0.5,0.25,1.41213
2011-02,3.6,1.6,60.8,59.4,72.0,94.3,7.8,0.6,3.6,63.0,0.3,-40.26,0.618,0.31,0.568,5.4,9.0,189.0,15.4,71.2,76.8,1.4,-3.0,1.1,1.2,0.3,0.8,0.2,0.4,189.0,5.3,2.3,57.3,57.2,-10.0,107.8,-0.4,8.8,-1.8,10.0,46.0,0.4782608695652174,29.5,0.25,1.0,0.5,0.25,1.373438
2011-01,4.0,1.5,58.5,57.1,64.8,94.1,7.9,0.3,-0.4,121.0,1.2,-38.32,0.52,0.331,0.627,5.22,9.4,247.0,11.9,68.8,76.8,1.3,4.5,0.4,1.2,0.3,0.7,0.0,0.1,247.0,4.5,2.4,56.9,54.2,-11.2,106.5,1.0,7.9,-2.8,10.0,46.0,0.4673913043478261,25.4,0.25,1.0,0.5,0.25,1.357276
2010-12,3.5,1.1,56.6,55.0,53.3,88.0,7.7,1.2,-1.3,71.0,0.3,-38.42,0.553,0.287,0.544,4.7,9.8,92.0,9.9,66.8,75.4,-0.7,2.4,0.8,1.2,0.3,0.8,0.1,0.1,92.0,4.3,1.9,56.8,55.4,-11.0,106.5,0.9,7.1,3.5,10.05,46.0,0.4565217391304348,15.5,0.25,1.0,0.5,0.25,1.330123
2010-11,4.3,1.2,56.9,54.3,54.3,93.2,7.3,0.3,-3.1,172.0,-0.2,-44.6,0.534,0.282,0.552,4.43,9.6,82.0,-11.1,61.9,74.9,3.0,-1.9,1.3,1.2,0.5,0.8,0.2,0.3,82.0,4.3,1.9,55.5,53.3,-9.4,105.3,1.4,5.5,2.0,10.1,46.0,0.4456521739130434,13.8,0.25,1.0,0.5,0.25,1.310393
2010-10,4.0,1.1,54.4,53.2,49.9,91.7,7.3,0.5,5.0,-41.0,-0.2,-46.48,0.588,0.308,0.539,4.53,9.6,-2.0,15.7,60.2,74.8,0.0,1.3,0.6,1.4,0.3,1.4,0.1,0.0,-2.0,3.6,1.9,54.1,54.1,-11.0,104.1,1.5,8.5,-1.7,10.0,46.0,0.4347826086956521,1.8,0.25,1.0,0.5,0.25,1.377809
2010-09,3.1,1.1,56.3,51.5,48.5,89.0,3.6,0.6,-1.0,-57.0,0.2,-42.58,0.608,0.288,0.571,4.12,9.6,10.0,4.1,60.6,74.8,0.1,1.9,1.1,1.4,0.4,1.4,0.1,0.3,10.0,4.0,1.6,53.6,55.9,-11.0,104.1,1.4,7.3,-0.2,10.0,46.0,0.4239130434782608,4.4,0.25,1.0,0.5,0.25,1.362806
2010-08,4.2,1.2,55.5,54.3,53.2,88.8,5.5,0.1,0.7,-54.0,1.0,-49.76,0.541,0.288,0.56,3.83,9.5,37.0,7.1,56.7,74.6,-1.2,-2.8,0.5,1.4,0.5,1.4,0.1,0.2,37.0,3.0,1.6,56.7,55.8,-11.4,102.7,1.4,8.2,-1.4,10.0,46.0,0.4130434782608695,15.8,0.25,1.0,0.5,0.25,1.266592
2010-07,2.8,1.1,56.2,53.8,51.0,88.1,4.8,-0.1,-0.1,-221.0,-0.1,-41.98,0.537,0.315,0.58,5.26,9.5,28.0,5.1,62.3,74.1,-1.4,-0.6,0.1,1.65,0.4,1.45,0.1,-0.1,28.0,3.1,1.7,55.6,56.0,-14.0,101.9,0.9,9.8,-3.0,10.0,46.0,0.4021739130434782,10.7,0.25,1.0,0.5,0.25,1.304002
2010-06,5.3,2.0,59.7,55.4,54.3,89.0,6.9,-1.2,-0.8,433.0,1.3,-40.32,0.578,0.267,0.57,5.66,9.7,19.0,19.6,59.1,74.7,1.0,1.6,0.4,1.9,0.3,1.5,0.1,0.2,19.0,2.8,1.4,55.6,56.2,-17.3,99.8,-0.3,9.1,1.4,10.0,46.0,0.391304347826087,18.8,0.25,1.0,0.5,0.25,1.223002
2010-05,5.5,2.2,60.4,55.4,62.7,92.2,8.8,0.6,2.9,290.0,0.7,-40.4,0.66,0.446,0.61,5.77,9.9,65.0,19.1,59.7,73.7,1.3,-1.0,0.7,2.0,0.2,1.2,0.1,0.1,65.0,0.9,1.6,55.9,55.6,-18.0,99.0,1.8,7.7,0.0,10.0,46.0,0.3804347826086957,37.6,0.25,1.0,0.5,0.25,1.228788
2010-04,6.0,2.3,59.6,55.4,57.7,90.6,7.6,1.2,0.0,230.0,0.2,-39.4,0.64,0.439,0.69,5.36,9.7,42.0,31.9,63.8,73.1,1.3,4.8,0.4,1.9,0.35,1.25,0.05,-0.1,42.0,-0.4,1.4,57.5,54.1,-15.0,100.9,0.4,4.2,3.4,10.0,46.0,0.3695652173913043,46.0,0.25,1.0,0.5,0.25,1.329805
2010-03,4.4,2.1,56.5,53.0,52.3,86.8,3.9,0.8,1.1,-14.0,0.3,-37.0,0.616,0.324,0.63,5.01,9.7,19.0,22.9,58.8,72.7,1.3,1.7,0.2,1.8,0.5,1.3,0.0,0.1,19.0,-1.0,1.5,56.3,51.8,-17.3,98.4,-0.6,1.9,1.9,10.0,46.0,0.3586956521739131,37.9,0.25,1.0,0.5,0.25,1.350804
2010-02,4.6,2.6,58.4,50.5,46.0,88.0,4.7,0.5,3.9,-26.0,0.9,-39.9,0.61,0.309,0.62,5.05,9.7,-60.0,24.9,62.6,72.5,1.5,-0.6,-0.3,2.1,0.3,1.5,0.1,0.2,-60.0,-2.9,1.0,52.4,52.0,-17.4,96.2,-0.1,-3.7,5.2,9.95,46.0,0.3478260869565217,40.2,0.25,1.0,0.5,0.25,1.363791
