Date,producer-price-index-yy european-union,consumer-price-index-yy european-union,markit-manufacturing-pmi european-union,markit-services-pmi european-union,consumer-confidence-indicator european-union,retail-sales-yy european-union,industrial-production-yy european-union,trade-balance european-union,unemployment-rate european-union,ecb-deposit-rate-decision european-union,zew-indicator-of-economic-sentiment european-union,ecb-interest-rate-decision european-union,foreign-securities-purchases canada,foreign-securities-purchases-by-canadians canada,gdp-mm canada,unemployment-rate canada,cpi-mm canada,cpi-yy canada,core-cpi-mm canada,core-cpi-yy canada,trade-balance canada,ivey-pmi-nsa canada,core-retail-sales-mm canada_x,core-retail-sales-mm canada_y,cmhc-housing-starts canada,EURCAD
2008-09,9.0,3.6,47.6,48.2,-19.0,-1.8,-1.7,-6.7,7.5,3.125,-53.300000000000004,4.25,-5.48,-1.274,0.1,6.1,-0.2,3.5,0.3,1.7,4.9,51.5,0.4,0.4,211.0,1.4988000392913818
2008-08,8.0,4.0,47.4,48.2,-19.0,-3.2,-0.8,-3.0,7.4,3.25,-55.7,4.25,7.25,-9.5,-0.1,6.1,0.3,3.4,0.1,1.5,5.8,65.5,1.4,1.4,186.5,1.5607999563217163
2008-07,7.1,4.1,47.5,48.3,-20.0,0.2,-0.4,-1.5,7.3,3.230769230769231,-63.7,4.25,10.63,-6.093,0.4,6.2,0.7,3.1,0.1,1.5,5.2,69.6,0.6,0.6,217.8,1.5952999591827393
2008-06,6.1,3.7,49.1,49.5,-17.0,-3.0,4.0,1.4,7.25,3.2115384615384617,-53.650000000000006,4.0,9.835,-5.99,-0.2,6.1,1.0,2.2,0.3,1.5,4.8,62.5,1.1,1.1,227.7,1.6054999828338623
2008-05,5.7,3.6,50.5,52.0,-15.0,-1.6,1.6,-1.1,7.2,3.1923076923076925,-43.6,4.0,5.296,3.223,-0.3,6.1,0.8,1.7,0.3,1.5,5.53,57.6,0.1,0.1,213.9,1.527999997138977
2008-04,5.3,3.3,50.8,51.6,-12.0,1.0,3.1,1.6,7.1,3.173076923076923,-44.8,4.0,3.08,-6.14,0.6,6.0,0.4,1.4,0.2,1.3,4.79,59.0,-0.3,-0.3,254.7,1.5743999481201172
2008-03,5.0,3.5,52.3,51.7,-12.0,0.2,3.3,-1.0,7.1,3.1538461538461537,-35.0,4.0,0.916,-0.232,0.35,5.8,0.4,1.8,0.5,1.5,2.78,62.0,1.3,1.3,243.0,1.615399956703186
2008-02,4.3,3.2,52.3,51.0,-12.0,-1.8,1.7,-1.8,7.1,3.1346153846153846,-41.4,4.0,1.24,1.9,0.1,5.8,-0.2,2.2,0.1,1.4,2.35,56.2,-0.4,-0.4,222.7,1.4988000392913818
2008-01,4.2,3.2,52.6,52.0,-9.0,-1.2,3.1,2.0,7.2,3.1153846153846154,-41.7,4.0,4.898,4.117,0.2,5.9,0.1,2.4,-0.3,1.5,3.76,45.9,2.0,2.0,184.7,1.4883999824523926
2007-12,3.3,3.1,52.5,53.2,-8.5,0.4,4.1,3.0,7.2,3.0961538461538463,-35.7,4.0,-24.252,-4.781,0.1,5.9,0.3,2.5,0.0,1.6,3.32,58.7,0.1,0.1,233.3,1.455399990081787
2007-11,2.7,2.6,52.6,55.8,-8.0,1.6,3.3,3.6,7.25,3.076923076923077,-30.0,4.0,-5.21,4.51,0.1,5.8,-0.3,2.4,-0.2,1.8,2.65,57.1,0.2,0.2,227.6,1.4627000093460083
2007-10,1.8,2.1,51.5,55.6,-6.0,0.8,4.5,4.5,7.3,3.0576923076923075,-19.0,4.0,-3.815,7.124,0.1,5.9,0.2,2.5,0.4,2.0,4.3,56.0,0.3,0.3,281.0,1.3697999715805054
2007-09,1.8,1.7,54.3,54.0,-6.0,1.3,3.9,0.8,7.35,3.0384615384615383,-20.3,4.0,-0.848,-3.649,0.1,6.0,-0.3,1.7,0.1,2.2,3.41,58.5,-0.3,-0.3,232.7,1.416599988937378
2007-08,2.3,1.8,54.2,57.9,-4.0,1.0,2.4,4.4,7.4,3.019230769230769,-20.3,4.0,-2.961,-5.161,0.1,6.0,0.1,2.2,0.1,2.3,4.655,54.6,-0.3,-0.3,216.0,1.4384000301361084
2007-07,2.4,1.8,54.8,58.1,-2.0,0.1,2.5,3.9,7.5,3.0,-20.3,4.0,-2.851,-6.565,0.1,6.0,-0.2,2.2,0.0,2.5,5.9,67.4,2.1,2.1,226.0,1.4581999778747559
2007-06,2.4,1.85,55.4,58.3,-2.0,1.5,2.8,2.3,7.5,3.0,-20.3,4.0,2.647,-13.104,0.1,6.0,0.4,2.2,0.3,2.2,5.8,62.7,0.0,0.0,235.0,1.4407999515533447
2007-05,2.55,1.9,55.0,58.3,-1.0,2.6,4.0,7.6,7.6,3.0,-20.3,3.75,5.435,-11.322,0.1,6.0,0.4,2.2,0.2,2.5,5.3149999999999995,62.7,1.1,1.1,211.9,1.4395999908447266
