Date,producer-price-index-yy united-states,consumer-price-index-yy united-states,ism-manufacturing-pmi united-states,ism-non-manufacturing-pmi united-states,consumer-confidence-index united-states,retail-sales-yy united-states,retail-sales-ex-autos-mm united-states,durable-goods-orders united-states,nonfarm-payrolls united-states,industrial-production-mm united-states,trade-balance united-states,housing-starts united-states,new-home-sales united-states,building-permits united-states,existing-home-sales united-states,unemployment-rate united-states,adp-nonfarm-employment-change united-states,ny-empire-state-manufacturing-index united-states,chicago-pmi united-states,capacity-utilization united-states,factory-orders united-states,durable-goods-orders-ex-transportation united-states,business-inventories-mm united-states,pce-price-index-mm united-states,core-pce-price-index-yy united-states,core-pce-price-index-mm united-states,average-hourly-earnings-mm united-states,fed-interest-rate-decision united-states,foreign-securities-purchases canada,foreign-securities-purchases-by-canadians canada,gdp-mm canada,unemployment-rate canada,cpi-mm canada,cpi-yy canada,core-cpi-mm canada,core-cpi-yy canada,trade-balance canada,ivey-pmi-nsa canada,core-retail-sales-mm canada_x,core-retail-sales-mm canada_y,cmhc-housing-starts canada,USDCAD
2022-08,9.8,8.5,52.8,56.7,95.7,10.3,0.4,0.0,528.0,0.6,-79.614,1.446,0.511,1.674,4.81,3.5,128.0,-31.3,52.1,80.3,2.0,0.3,1.4,-0.1,4.6,0.1,0.5,2.5,-17.539,-12.301,0.0,4.9,0.1,7.6,0.5,6.1,5.046,53.2,0.8,0.8,275.329,1.3034000396728516
2022-07,11.3,9.1,53.0,55.3,98.7,8.5,1.0,1.9,372.0,-0.2,-85.546,1.559,0.59,1.685,5.12,3.6,128.0,11.1,56.0,80.0,1.6,0.3,1.4,1.0,4.8,0.6,0.3,2.5,2.348,0.573,0.3,4.9,0.7,8.1,0.3,6.2,5.324,57.8,1.9,1.9,273.841,1.2777700424194336
2022-06,10.8,8.6,56.1,55.9,106.4,8.1,0.5,0.7,390.0,0.2,-87.077,1.549,0.696,1.695,5.41,3.6,247.0,-1.2,60.3,79.0,0.3,0.7,1.2,0.6,4.7,0.3,0.3,1.75,22.227,29.204,0.7,5.1,1.4,7.7,0.8,6.1,1.501,66.7,1.3,1.3,287.257,1.2883299589157104
2022-05,11.0,8.3,55.4,57.1,107.3,8.2,0.6,0.4,428.0,1.1,-109.802,1.724,0.591,1.819,5.61,3.6,351.0,-11.6,56.4,79.0,2.2,0.3,2.0,0.2,4.9,0.3,0.3,1.0,46.938,-23.983,1.1,5.2,0.6,6.8,0.7,5.7,2.486,68.0,2.4,2.4,267.33,1.2655199766159058
2022-04,11.2,8.5,57.1,58.3,107.2,6.9,1.1,0.8,431.0,0.9,-89.185,1.793,0.763,1.873,5.77,3.6,455.0,24.6,62.9,78.3,-0.5,1.1,1.5,0.9,5.2,0.3,0.4,0.75,7.436,-9.681,0.2,5.3,1.4,6.7,1.0,5.5,2.663,68.4,2.1,2.1,246.243,1.2746399641036987
2022-03,10.0,7.9,58.6,56.5,110.5,17.6,0.2,-2.2,678.0,0.5,-89.692,1.769,0.772,1.859,6.02,3.8,-301.0,-11.8,56.3,77.6,1.4,-0.6,1.1,0.6,5.4,0.4,0.0,0.5,13.492,-14.417,0.6,5.5,1.0,5.7,0.8,4.8,2.618,62.2,2.5,2.5,247.256,1.24822998046875
2022-02,9.7,7.5,57.6,59.9,113.8,13.0,3.3,1.6,467.0,1.4,-80.731,1.638,0.801,1.899,6.5,4.0,807.0,3.1,65.2,77.6,-0.4,0.7,2.1,0.6,5.2,0.5,0.7,0.375,37.555,21.285,0.7,6.5,0.9,5.1,0.8,4.3,-0.137,57.4,-2.5,-2.5,230.754,1.2755199670791626
2022-01,9.7,7.0,58.7,62.0,115.8,17.0,-2.3,-0.9,199.0,-0.1,-80.172,1.702,0.811,1.873,6.18,3.9,534.0,-0.7,63.1,76.5,1.6,0.4,1.3,0.4,4.9,0.5,0.6,0.25,30.147,17.518,0.8,5.9,-0.1,4.8,0.0,4.0,3.133,51.1,1.1,1.1,236.106,1.2759100198745728
2021-12,9.6,6.8,61.1,69.1,109.5,18.2,0.3,2.5,210.0,0.5,-67.116,1.679,0.744,1.712,6.46,4.2,571.0,31.9,61.8,76.8,1.0,0.8,1.2,0.6,4.7,0.5,0.3,0.25,23.92,5.41,0.1,6.0,0.2,4.7,0.0,3.6,2.093,61.2,1.3,1.3,301.279,1.274440050125122
2021-11,8.6,6.2,60.8,66.7,113.8,16.0,1.7,-0.5,531.0,1.6,-80.934,1.52,0.745,1.65,6.34,4.6,568.0,30.9,68.4,76.4,0.2,0.5,0.7,0.6,4.1,0.4,0.4,0.25,20.022,17.185,0.4,6.7,0.7,4.7,0.6,3.8,1.86,61.2,-0.2,-0.2,236.554,1.273800015449524
2021-10,8.6,5.4,61.1,61.9,109.3,13.8,0.8,-0.4,194.0,-1.3,-73.252,1.555,0.8,1.589,6.29,4.8,374.0,19.8,64.7,75.2,1.2,0.4,0.6,0.4,3.6,0.3,0.6,0.25,26.301,15.173,0.55,6.9,0.2,4.4,0.3,3.7,1.939,64.5,2.8,2.8,251.151,1.2386000156402588
2021-09,8.3,5.3,59.9,61.7,113.8,14.9,1.8,1.8,235.0,0.4,-70.051,1.615,0.74,1.728,5.88,5.2,330.0,34.3,66.8,76.4,0.4,0.2,0.5,0.4,3.6,0.3,0.6,0.25,14.187,-4.689,0.7,7.1,0.2,4.1,0.2,3.5,0.778,63.8,-1.0,-1.0,260.239,1.27538001537323
2021-08,7.8,5.4,59.5,64.1,129.1,15.8,-0.4,-0.1,943.0,0.9,-75.749,1.534,0.708,1.635,5.99,5.4,654.0,18.3,73.4,76.1,1.5,0.7,0.8,0.4,3.6,0.3,0.4,0.25,19.629,28.104,-0.3,7.5,0.6,3.7,0.6,3.3,3.231,59.8,4.7,4.7,272.176,1.260890007019043
2021-07,7.3,5.4,60.6,60.1,127.3,18.0,1.3,0.8,850.0,0.4,-71.24,1.643,0.676,1.598,5.86,5.9,978.0,43.0,66.1,75.4,1.7,0.3,0.5,0.5,3.5,0.4,0.3,0.25,20.786,10.651,-0.3,7.8,0.3,3.1,0.3,2.7,-1.386,67.7,-2.0,-2.0,282.07,1.2435200214385986
2021-06,6.6,5.0,61.2,64.0,117.2,28.1,-0.7,2.3,559.0,0.8,-68.899,1.572,0.769,1.681,5.8,5.8,742.0,17.4,75.2,75.2,-0.6,0.3,-0.2,0.4,3.4,0.5,0.5,0.25,9.954,18.627,0.050000000000000044,8.2,0.5,3.6,0.4,2.8,0.594,59.8,-7.2,-7.2,275.916,1.2396199703216553
2021-05,6.2,4.2,60.7,62.7,121.7,51.2,-0.8,-1.3,266.0,0.7,-74.448,1.569,0.863,1.76,5.85,6.1,629.5,24.3,72.1,74.9,1.1,1.0,0.3,0.6,3.1,0.7,0.7,0.25,3.248,21.223,0.4,8.1,0.5,3.4,0.5,2.3,-1.14,59.9,4.3,4.3,268.631,1.2077800035476685
2021-04,4.2,2.6,64.7,63.7,109.7,27.7,8.4,0.5,916.0,1.4,-71.078,1.739,1.021,1.766,6.01,6.0,517.0,26.3,66.3,74.4,-0.8,1.6,0.5,0.5,1.8,0.4,-0.1,0.25,8.518,10.543,0.7,7.5,0.5,2.2,0.3,1.4,1.039,67.3,4.8,4.8,335.2,1.227620005607605
2021-03,2.8,1.7,60.8,55.3,91.3,6.3,-2.7,-1.1,379.0,-2.2,-68.213,1.421,0.775,1.682,6.22,6.2,174.0,17.4,59.5,73.8,2.6,-0.9,0.3,0.2,1.4,0.1,0.2,0.25,1.269,3.538,0.7,8.2,0.5,1.1,0.3,1.2,1.405,63.1,-1.2,-1.2,245.922,1.2620799541473389
2021-02,1.7,1.4,58.7,58.7,89.3,7.4,5.9,3.4,49.0,0.9,-66.613,1.58,0.923,1.881,6.69,6.3,-123.0,12.1,63.8,75.6,1.1,1.4,0.6,0.3,1.5,0.3,0.2,0.25,5.081,26.941,0.7,9.4,0.6,1.0,0.5,1.6,-1.665,55.7,-4.1,-4.1,282.428,1.2738699913024902
2021-01,0.8,1.4,60.7,57.2,88.6,2.9,-1.4,0.2,-140.0,1.6,-68.142,1.669,0.842,1.709,6.76,6.7,307.0,3.5,59.5,74.5,1.0,0.7,0.5,0.4,1.5,0.3,0.8,0.25,11.783,7.576,0.4,8.6,-0.2,0.7,-0.4,1.5,-3.34,53.9,2.1,2.1,228.279,1.2776000499725342
2020-12,0.8,1.2,57.5,55.9,96.1,4.1,-0.9,0.9,245.0,0.4,-63.123,1.547,0.841,1.639,6.69,6.7,365.0,4.9,58.2,73.3,1.0,0.4,0.7,0.0,1.4,0.0,0.3,0.25,6.922,7.958,0.8,8.5,0.1,1.0,0.2,1.5,-3.763,52.4,0.0,0.0,246.033,1.2750699520111084
2020-11,0.5,1.2,59.3,56.6,100.9,5.7,0.2,1.3,638.0,1.1,-63.862,1.53,0.999,1.545,6.85,6.9,557.0,6.3,61.1,72.8,1.1,1.3,0.7,0.0,1.4,0.0,0.1,0.25,4.463,11.17,1.2,8.9,0.4,0.7,0.4,1.0,-3.253,55.9,1.0,1.0,214.875,1.298259973526001
2020-10,0.4,1.4,55.4,57.8,101.8,5.4,1.5,1.9,661.0,-0.6,-67.102,1.415,0.959,1.553,6.54,7.9,749.0,10.5,62.4,71.5,0.7,0.8,0.3,0.3,1.6,0.3,0.1,0.25,15.51,5.736,3.0,9.0,-0.1,0.5,0.1,1.0,-2.446,61.1,0.5,0.5,208.98,1.331529974937439
2020-09,-0.2,1.3,56.0,56.9,84.8,2.6,0.7,0.4,1371.0,0.4,-63.556,1.416,1.011,1.47,6.0,8.4,167.0,17.0,51.2,71.4,6.4,0.4,0.1,0.3,1.4500000000000002,0.3,0.4,0.25,-8.521,1.293,6.5,10.2,-0.1,0.1,0.0,0.8,-2.451,64.6,-0.4,-0.4,262.396,1.338379979133606
2020-08,-0.4,1.0,54.2,58.1,92.6,2.7,1.9,11.2,1763.0,3.0,-50.695,1.496,0.901,1.495,5.86,10.2,2369.0,3.7,51.9,70.6,6.2,2.4,-1.1,0.3,1.3,0.3,0.2,0.25,-13.521,10.598,4.5,10.9,0.0,0.1,-0.1,0.7,-3.189,65.2,15.7,15.7,245.604,1.3080300092697144
2020-07,-0.8,0.6,52.6,57.1,98.1,1.1,7.3,7.3,4800.0,5.4,-54.601,1.186,0.776,1.241,4.72,11.1,-2760.0,17.2,36.6,68.6,8.0,3.3,-2.3,0.4,0.9,0.2,-1.2,0.25,22.406,13.371,-11.6,12.3,0.8,0.7,0.4,1.1,-0.677,62.9,10.6,10.6,211.681,1.3412799835205078
2020-06,-0.8,0.1,43.1,45.4,86.6,-6.1,12.4,15.8,2509.0,1.4,-49.408,0.974,0.676,1.22,3.91,13.3,-20236.0,-0.2,32.3,64.8,-13.0,4.0,-1.3,0.1,1.0,0.1,-1.0,0.25,49.035,-0.134,-7.2,13.7,0.3,-0.4,-0.1,0.7,-3.251,42.1,-22.0,-22.0,193.453,1.3656599521636963
2020-05,-1.2,0.3,41.5,41.8,86.9,-21.6,-17.2,-17.2,-20500.0,-11.2,-44.415,0.891,0.623,1.074,4.33,14.7,-27.0,-48.5,35.4,64.9,-10.3,-7.4,-0.2,-0.5,1.0,-0.4,4.7,0.25,-9.78,-42.242,0.0,13.0,-0.7,-0.2,-0.4,1.2,-1.411,23.6,-0.4,-0.4,166.415,1.3749699592590332
2020-04,0.7,1.5,49.1,52.5,120.0,-6.2,-4.5,-14.4,-701.0,-5.4,-39.932,1.216,0.627,1.353,5.27,4.4,183.0,-78.2,47.8,72.7,0.0,-0.2,-0.4,-0.3,1.7,-0.1,0.4,0.25,20.609,6.137,0.1,7.8,-0.6,0.9,0.1,1.6,-0.983,28.2,0.0,0.0,195.174,1.38742995262146
2020-03,1.3,2.3,50.1,57.3,130.7,4.3,-0.4,1.2,273.0,0.6,-45.338,1.599,0.765,1.464,5.77,3.5,291.0,-21.5,49.0,77.0,-0.5,-0.6,-0.1,0.1,1.8,0.2,0.3,0.25,17.011,-9.096,0.3,5.6,0.4,2.2,0.7,1.8,-1.473,53.2,-0.1,-0.1,210.069,1.417870044708252
2020-02,2.1,2.5,50.9,55.5,131.6,4.4,0.3,-0.2,225.0,-0.3,-48.88,1.567,0.764,1.551,5.46,3.6,202.0,12.9,42.9,76.8,1.8,0.9,0.1,0.1,1.6,0.1,0.2,1.0,-9.567,13.802,0.1,5.5,0.3,2.4,0.4,1.8,-0.37,51.1,0.5,0.5,213.224,1.3358500003814697
2020-01,1.3,2.3,47.2,55.0,126.5,5.8,0.7,2.4,145.0,-0.3,-43.086,1.608,0.694,1.416,5.54,3.5,67.0,4.8,48.9,77.0,-0.7,-0.1,-0.2,0.3,1.6,0.2,0.1,1.75,-1.754,5.548,-0.1,5.6,0.0,2.2,-0.4,1.7,-1.089,43.6,0.2,0.2,197.329,1.3211300373077393
2019-12,1.1,2.1,48.1,53.9,125.5,3.3,0.1,-2.0,266.0,1.1,-47.199,1.365,0.719,1.482,5.35,3.5,96.0,3.5,46.3,77.3,0.3,0.0,0.2,0.2,1.6,0.1,0.2,1.75,11.318,2.028,0.1,5.9,-0.1,2.2,-0.2,1.9,-1.078,58.4,-0.5,-0.5,201.318,1.3060599565505981
2019-11,1.1,1.8,48.3,54.7,125.9,3.1,0.2,0.6,128.0,-0.8,-52.45,1.314,0.733,1.461,5.46,3.6,125.0,2.9,43.2,76.7,-0.6,0.6,0.0,0.2,1.6,0.1,0.2,1.75,4.763,-2.392,0.0,5.5,0.3,1.9,0.4,1.9,-0.978,51.8,0.2,0.2,201.973,1.327139973640442
2019-10,1.4,1.7,47.8,52.6,125.1,4.1,-0.1,-1.1,136.0,-0.4,-54.896,1.256,0.701,1.387,5.38,3.5,195.0,4.0,47.1,77.5,-0.1,-0.3,0.0,0.0,1.7,0.0,0.0,1.75,4.989,-4.708,0.1,5.5,-0.4,1.9,0.0,1.9,-0.955,55.8,-0.2,-0.2,221.202,1.316540002822876
2019-09,1.8,1.7,49.1,56.4,135.1,4.1,0.0,0.2,130.0,0.6,-53.989,1.364,0.713,1.419,5.49,3.7,148.5,2.0,50.4,77.9,1.4,0.5,0.4,0.0,1.8,0.1,0.4,2.0,-1.171,12.451,0.2,5.7,-0.1,1.9,-0.1,1.9,-1.124,58.6,-0.1,-0.1,226.639,1.3235000371932983
2019-08,1.7,1.8,51.2,53.7,135.7,3.4,1.0,2.1,164.0,-0.2,-55.154,1.191,0.635,1.336,5.42,3.7,102.0,4.8,44.4,77.5,0.6,-0.4,0.0,0.2,1.6,0.2,0.3,2.125,-3.983,6.607,0.2,5.7,0.5,2.0,0.3,2.0,0.136,51.2,0.9,0.9,222.013,1.3280999660491943
2019-07,1.7,1.6,51.7,55.1,121.5,3.4,0.4,2.0,224.0,0.0,-55.52,1.253,0.646,1.22,5.27,3.7,27.0,4.3,49.7,77.9,-0.7,1.2,0.3,0.1,1.6,0.2,0.2,2.25,10.195,4.112,0.3,5.5,-0.2,2.0,0.0,2.0,0.762,53.7,-0.3,-0.3,245.657,1.3147599697113037
2019-06,1.8,1.8,52.1,56.9,134.1,3.2,0.5,-1.3,75.0,0.4,-50.791,1.269,0.626,1.294,5.34,3.6,275.0,-8.6,54.2,78.1,-0.8,0.3,0.5,0.2,1.6,0.2,0.2,2.5,-12.797,-0.194,0.5,5.4,0.4,2.4,0.4,2.1,-0.966,61.8,0.1,0.1,202.337,1.3094300031661987
2019-05,2.2,2.0,52.8,55.5,129.2,3.1,0.1,-2.1,263.0,-0.5,-50.002,1.235,0.673,1.296,5.19,3.6,129.0,17.8,52.6,77.9,1.9,0.0,0.0,0.3,1.6,0.2,0.2,2.5,-1.488,1.54,-0.1,5.7,0.4,2.0,0.0,1.5,-3.211,56.7,1.7,1.7,235.46,1.352489948272705
2019-04,2.2,1.9,55.3,56.1,124.1,3.6,1.2,2.7,196.0,-0.1,-49.382,1.139,0.692,1.269,5.21,3.8,183.0,10.1,58.7,78.8,-0.5,0.4,0.3,0.2,1.6,0.0,0.1,2.5,12.045,5.302,0.3,5.8,0.7,1.9,0.3,1.6,-2.895,57.6,0.6,0.6,192.527,1.3454699516296387
2019-03,1.9,1.5,54.2,59.7,131.4,2.3,0.9,0.4,20.0,0.1,-51.149,1.162,0.667,1.296,5.51,3.8,198.0,3.7,64.7,78.2,0.1,-0.1,0.6,-0.1,1.8,0.1,0.4,2.5,28.398,-8.799,0.1,5.8,0.7,1.5,0.7,1.5,-4.246,48.9,0.1,0.1,173.153,1.3346999883651733
2019-02,2.0,1.6,56.6,56.7,120.2,2.3,-1.8,1.2,304.0,-0.6,-49.313,1.078,0.662,1.326,4.94,4.0,213.0,8.8,56.7,78.2,0.1,0.1,-0.1,-0.033333333333333326,1.8333333333333333,0.1,0.1,2.5,-18.961,-0.425,-0.1,5.8,0.1,1.4,0.3,1.5,-3.1530000000000005,49.5,-0.5,-0.5,207.968,1.3144999742507935
2019-01,2.5,1.9,54.1,57.6,128.1,3.25,-0.8,1.0,312.0,0.3,-52.4005,1.167,0.657,1.327,4.99,3.9,179.0,3.9,65.4,78.7,-1.0,-0.09999999999999998,0.25,0.03333333333333334,1.8666666666666667,0.1,0.4,2.5,9.454,-4.091,0.3,5.6,-0.1,2.0,-0.2,1.7,-2.06,48.2,-0.6,-0.6,213.419,1.3141000270843506
2018-12,2.5,2.2,59.3,60.7,135.7,4.2,0.2,0.8,155.0,0.6,-55.488,1.256,0.6005,1.328,5.32,3.7,203.0,10.9,66.4,78.5,-2.1,-0.3,0.6,0.1,1.9,0.1,0.2,2.5,3.975,14.93,-0.1,5.6,-0.4,1.7,-0.2,1.5,-1.165,57.3,0.0,0.0,215.941,1.3622000217437744
2018-11,2.9,2.5,57.7,60.3,137.9,4.6,0.7,-4.4,250.0,0.1,-54.019,1.228,0.544,1.263,5.22,3.7,227.0,23.3,58.4,78.4,0.7,0.1,0.3,0.2,1.8,0.1,0.2,2.25,7.695,10.586,0.1,5.8,0.3,2.4,0.4,1.6,-0.416,64.6,0.1,0.1,205.925,1.3274999856948853
2018-10,2.6,2.3,59.8,61.6,138.4,4.7,-0.1,0.8,134.0,0.3,-53.237,1.201,0.553,1.241,5.15,3.7,163.0,21.1,60.4,78.1,2.3,0.1,0.5,0.1,2.0,0.2,0.3,2.25,2.817,-0.194,0.2,5.9,-0.4,2.2,0.0,1.5,0.526,56.5,-0.4,-0.4,188.683,1.311400055885315
2018-09,2.8,2.7,61.3,58.5,133.4,6.6,0.3,4.5,201.0,0.4,-50.082,1.282,0.629,1.229,5.34,3.9,219.0,19.0,63.6,78.1,-0.8,0.1,0.6,0.1,2.0,0.0,0.4,2.25,12.651,13.127,0.0,6.0,-0.1,2.8,0.1,1.7,-0.114,61.3,0.9,0.9,200.986,1.2914999723434448
2018-08,3.3,2.9,58.1,55.7,127.4,6.4,0.6,-1.7,157.0,0.1,-46.348,1.168,0.627,1.311,5.34,3.9,177.0,25.6,65.5,78.1,0.7,0.2,0.1,0.1,2.0,0.2,0.3,2.0,11.545,11.289,0.5,5.8,0.5,3.0,0.2,1.6,-0.626,56.7,-0.1,-0.1,206.314,1.2985899448394775
2018-07,3.4,2.9,60.2,59.1,126.4,6.6,0.4,1.0,213.0,0.6,-43.053,1.173,0.631,1.273,5.38,4.0,190.5,22.6,64.1,78.0,0.4,0.4,0.4,0.1,1.9,0.1,0.2,2.0,2.183,5.688,0.1,6.0,0.1,2.5,0.1,1.3,-2.771,65.1,1.4,1.4,248.138,1.3028000593185425
2018-06,3.1,2.8,58.7,58.6,128.0,5.9,0.9,-0.6,223.0,-0.1,-46.199,1.35,0.689,1.301,5.43,3.8,204.0,25.0,62.7,77.9,-0.8,-0.3,0.3,0.2,2.0,0.2,0.3,2.0,9.133,-0.652,0.3,5.8,0.1,2.2,-0.1,1.3,-1.902,69.5,-0.1,-0.1,195.613,1.3255200386047363
2018-05,2.6,2.5,57.3,56.8,128.7,4.7,0.3,-1.7,164.0,0.7,-48.956,1.287,0.662,1.352,5.46,3.9,241.0,20.1,57.6,78.0,1.6,0.9,0.0,0.2,1.8,0.2,0.1,1.75,6.148,-1.896,0.1,5.8,0.3,2.2,0.1,1.5,-4.14,70.4,-0.2,-0.2,214.379,1.2893099784851074
2018-04,3.0,2.4,59.3,58.8,127.7,4.5,0.2,2.6,103.0,0.5,-57.591,1.319,0.694,1.354,5.6,4.1,235.0,15.8,57.4,78.0,1.2,0.0,0.6,0.0,1.9,0.2,0.3,1.75,3.96,6.347,-0.1,5.8,0.3,2.3,0.2,1.4,-2.686,64.7,0.0,0.0,225.213,1.2839800119400024
2018-03,2.8,2.2,60.8,59.5,130.8,4.0,0.2,3.1,313.0,1.1,-56.601,1.236,0.618,1.298,5.54,4.1,234.5,22.5,61.9,78.1,-1.4,1.2,0.6,0.2,1.6,0.2,0.1,1.75,5.683,13.252,0.15000000000000002,5.8,0.6,2.2,0.7,1.5,-1.907,58.4,0.9,0.9,229.737,1.2908999919891357
2018-02,2.7,2.1,59.1,59.9,125.4,3.6,0.0,-3.7,200.0,-0.1,-53.118,1.326,0.593,1.396,5.38,4.1,234.0,13.1,65.7,77.5,1.7,-0.3,0.4,0.15000000000000002,1.55,0.2,0.3,1.625,-1.972,21.991,0.4,5.9,0.7,1.7,0.5,1.2,-3.186,51.3,-1.8,-1.8,216.21,1.277109980583191
2018-01,2.6,2.1,59.7,55.9,122.1,5.4,0.4,2.9,148.0,0.9,-50.497,1.192,0.625,1.302,5.57,4.1,190.0,17.7,67.6,77.9,1.3,0.6,0.4,0.1,1.5,0.2,0.3,1.5,19.564,-4.586,0.2,5.7,-0.4,1.9,-0.5,1.2,-2.54,49.3,1.6,1.6,216.98,1.2336100339889526
2017-12,3.1,2.2,58.2,57.4,129.5,5.8,1.0,1.3,228.0,0.2,-48.731,1.297,0.733,1.298,5.81,4.1,235.0,18.0,63.9,77.1,-0.1,-0.1,-0.1,0.2,1.5,0.1,0.2,1.5,20.808,16.485,0.05000000000000002,5.9,0.3,2.1,-0.1,1.3,-1.474,62.4,0.8,0.8,252.184,1.2569999694824219
2017-11,2.8,2.0,58.7,60.1,125.9,4.6,0.1,-1.2,261.0,0.9,-43.495,1.29,0.685,1.297,5.48,4.1,135.0,19.4,66.2,77.0,1.4,0.4,0.0,0.1,1.4,0.2,0.0,1.25,16.807,2.412,-0.1,6.3,0.1,1.4,0.3,0.9,-3.18,63.5,0.3,0.3,222.771,1.2862000465393066
2017-10,2.6,2.2,60.8,59.8,119.8,4.4,1.0,2.2,-33.0,0.3,-42.395,1.127,0.667,1.215,5.39,4.2,156.5,30.2,65.2,76.0,1.2,0.7,0.7,0.4,1.3,0.1,0.5,1.25,9.846,12.041,0.0,6.2,0.2,1.6,0.2,0.8,-3.413,68.6,-0.7,-0.7,217.118,1.2824300527572632
2017-09,2.4,1.9,58.8,55.3,122.9,3.2,0.2,1.7,156.0,-0.9,-43.689,1.18,0.56,1.3,5.35,4.4,178.0,24.4,58.9,76.1,-3.3,0.2,0.2,0.2,1.3,0.1,0.1,1.25,23.954,-1.828,0.3,6.2,0.1,1.4,0.0,0.9,-3.04,56.8,0.2,0.2,223.232,1.2405250072479248
2017-08,1.9,1.7,56.3,53.9,121.1,4.2,0.5,-6.8,209.0,0.2,-43.642,1.155,0.571,1.223,5.44,4.3,158.0,25.2,58.9,76.7,3.0,0.5,0.5,0.1,1.4,0.1,0.3,1.25,-0.92,13.22,0.6,6.3,0.0,1.2,-0.1,0.9,-3.6,52.9,0.7,0.7,222.3,1.2627400159835815
2017-07,2.0,1.6,57.8,57.4,118.9,2.8,-0.2,6.5,222.0,0.4,-46.507,1.215,0.61,1.254,5.52,4.4,253.0,9.8,65.7,76.6,-0.8,0.2,0.3,0.0,1.4,0.1,0.2,1.25,29.46,4.37,0.2,6.5,-0.1,1.0,0.1,0.9,-1.09,63.9,-0.1,-0.1,212.7,1.2461400032043457
2017-06,2.4,1.9,54.9,56.9,117.9,3.8,-0.3,-1.1,138.0,0.0,-47.617,1.092,0.61,1.168,5.62,4.3,177.0,19.8,59.4,76.6,-0.2,0.1,-0.2,-0.1,1.4,0.1,0.2,1.25,10.6,-9.87,0.5,6.6,0.1,1.3,0.1,0.9,-0.37,62.6,1.5,1.5,194.7,1.2992600202560425
2017-05,2.5,2.2,54.8,57.5,120.3,4.5,0.3,-0.7,211.0,1.0,-43.706,1.172,0.569,1.229,5.57,4.4,263.0,-1.0,58.3,76.7,0.2,-0.4,0.2,0.2,1.5,0.2,0.3,1.0,15.13,15.41,0.0,6.5,0.4,1.6,0.0,1.1,-0.14,58.5,-0.2,-0.2,214.1,1.3470200300216675
2017-04,2.3,2.4,57.2,55.2,125.6,5.2,0.0,0.7,98.0,0.5,-43.557,1.215,0.621,1.26,5.71,4.5,298.0,5.2,57.7,76.1,1.0,-0.2,0.3,0.15000000000000002,1.65,0.2,0.2,1.0,38.84,6.33,0.6,6.7,0.2,1.6,0.3,1.3,-0.97,67.6,-0.1,-0.1,253.7,1.3645730018615723
2017-03,2.2,2.7,57.7,57.6,114.8,5.7,0.2,1.7,235.0,0.0,-48.5,1.288,0.592,1.213,5.48,4.7,246.0,16.4,57.4,75.4,1.2,0.4,0.3,0.1,1.8,0.2,0.2,1.0,6.2,8.63,0.5,6.6,0.2,2.0,0.4,1.7,0.81,55.1,1.7,1.7,210.2,1.3332500457763672
2017-02,1.6,2.5,56.0,56.5,111.8,5.6,0.8,1.8,227.0,-0.3,-44.3,1.246,0.555,1.285,5.69,4.8,153.0,18.7,50.3,75.3,1.3,-0.2,0.4,0.15000000000000002,1.75,0.15000000000000002,0.1,0.75,10.23,6.66,0.4,6.8,0.9,2.1,0.5,1.7,0.92,52.3,-0.3,-0.3,207.4,1.3186899423599243
2017-01,1.6,2.1,54.7,57.2,113.7,4.1,0.2,-0.4,156.0,0.8,-45.2,1.226,0.536,1.21,5.49,4.7,184.5,6.5,54.6,75.5,-2.4,0.5,0.7,0.2,1.7,0.1,0.4,0.75,7.24,-7.87,-0.3,6.9,-0.2,1.5,-0.3,1.6,0.53,49.4,0.1,0.1,207.0,1.310230016708374
2016-12,1.3,1.7,53.2,57.2,107.1,3.8,0.2,-4.6,178.0,-0.4,-42.6,1.09,0.592,1.201,5.61,4.6,216.0,9.0,57.6,75.0,2.7,0.5,-0.2,0.0,1.6,0.0,-0.1,0.75,15.75,2.14,0.3,6.8,-0.4,1.2,-0.5,1.5,-1.13,56.5,1.4,1.4,184.0,1.3441040515899658
2016-11,0.8,1.6,51.9,54.8,98.6,4.3,0.8,4.8,161.0,0.0,-36.44,1.323,0.563,1.229,5.6,4.9,154.0,1.5,50.6,75.3,0.3,1.0,0.1,0.2,1.7,0.1,0.4,0.5,11.77,1.81,0.4,7.0,0.2,1.5,0.2,1.7,-4.08,56.5,0.0,0.0,192.9,1.3431199789047241
2016-10,0.7,1.5,51.5,57.1,104.1,2.7,0.5,-0.1,156.0,0.1,-40.7,1.047,0.593,1.225,5.47,5.0,166.5,-6.8,54.2,75.4,0.2,0.2,0.2,0.2,1.7,0.1,0.2,0.5,12.74,1.6,0.5,7.0,0.1,1.3,0.2,1.8,-1.94,68.1,0.0,0.0,220.6,1.3401999473571777
2016-09,0.0,1.1,49.4,51.4,101.1,1.9,-0.1,0.0,151.0,-0.4,-39.47,1.142,0.609,1.139,5.33,4.9,179.0,-2.0,51.5,75.5,1.9,-0.4,0.0,0.1,1.7,0.2,0.1,0.5,5.23,4.63,0.6,7.0,-0.2,1.1,0.0,1.8,-2.49,53.8,-0.1,-0.1,182.7,1.315269947052002
