Date,producer-price-index-yy united-states,consumer-price-index-yy united-states,ism-manufacturing-pmi united-states,ism-non-manufacturing-pmi united-states,consumer-confidence-index united-states,retail-sales-yy united-states,retail-sales-ex-autos-mm united-states,durable-goods-orders united-states,nonfarm-payrolls united-states,industrial-production-mm united-states,trade-balance united-states,housing-starts united-states,new-home-sales united-states,building-permits united-states,existing-home-sales united-states,unemployment-rate united-states,adp-nonfarm-employment-change united-states,ny-empire-state-manufacturing-index united-states,chicago-pmi united-states,capacity-utilization united-states,factory-orders united-states,durable-goods-orders-ex-transportation united-states,business-inventories-mm united-states,pce-price-index-mm united-states,core-pce-price-index-yy united-states,core-pce-price-index-mm united-states,average-hourly-earnings-mm united-states,fed-interest-rate-decision united-states,labor-cash-earnings-yy japan,unemployment-rate japan,domestic-corporate-goods-price-index-mm japan,domestic-corporate-goods-price-index-yy japan,corporate-service-price-yy japan,national-consumer-price-index-yy japan,national-consumer-price-index-ex-fresh-food-yy japan,tokyo-consumer-price-index-yy japan,tokyo-consumer-price-index-ex-fresh-food-yy japan,m2-money-stock-yy japan,monetary-base-yy japan,adjusted-trade-balance japan,current-account-nsa japan,balance-of-payments japan,trade-balance japan,all-industry-activity-index-mm japan,capacity-utilization japan,tertiary-industry-activity-index-mm japan,household-spending-yy japan,large-retailers-sales-yy japan,retail-sales-mm japan,boj-interest-rate-decision japan,USDJPY
2013-11,0.3,1.0,56.4,55.4,72.4,3.9,0.5,-0.7,200.0,-0.1,-42.97,0.873,0.4563333333333333,0.974,5.12,7.3,145.0,-2.2,65.9,78.2,-0.1,0.7,0.6,0.1,1.2,0.1,0.1,0.25,0.2,4.0,-0.1,2.5,0.8,1.1,0.9,0.9,0.6,4.1,45.8,-1072.5,587.3,-874.8,-1090.7,0.3,1.2,0.0,0.9,0.7,1.7,0.1,102.43000030517578
2013-10,0.3,1.2,56.2,54.4,80.2,3.2,0.3,3.8,163.0,0.7,-38.7,0.882,0.43866666666666665,0.95,5.29,7.2,159.0,1.5,55.7,78.3,-1.25,-0.2,0.4,0.1,1.2,0.15000000000000002,0.1,0.25,-0.2,4.1,0.2,2.2,0.7,1.1,0.7,0.6,0.3,3.9,46.1,-1091.3,161.5,-885.9,-932.1,0.4,-2.1,0.6,3.7,-0.1,0.9,0.1,98.50700378417969
2013-09,1.4,1.5,55.7,58.6,81.8,4.7,0.1,0.2,193.0,0.4,-38.64,0.891,0.421,0.926,5.48,7.3,178.5,6.3,53.0,77.9,-2.4,-0.4,0.4,0.1,1.2,0.2,0.3,0.25,0.1,3.8,0.3,2.4,0.7,0.9,0.8,0.5,0.2,3.7,42.0,-820.8,577.3,-943.3,-960.3,-0.6,3.7,-0.4,-1.6,1.7,-1.7,0.1,97.8270034790039
2013-08,2.1,2.0,55.4,56.0,81.0,5.4,0.6,-8.1,104.0,0.0,-34.54,0.883,0.39,0.954,5.39,7.4,198.0,8.2,52.3,77.6,1.6,-0.5,0.1,0.1,1.1,0.1,0.0,0.25,0.35,3.9,0.6,2.3,0.6,0.7,0.7,0.5,0.4,3.7,38.0,-911.1,336.3,-139.2,-1024.0,1.2,-2.3,-0.3,0.1,3.5,-0.2,0.1,98.1500015258789
2013-07,2.5,1.8,50.9,52.2,82.1,5.7,0.1,3.9,188.0,0.2,-44.1,0.846,0.455,0.911,5.06,7.6,134.0,9.5,51.6,77.7,3.0,0.1,-0.1,0.1,1.15,0.1,0.4,0.25,0.6,4.1,0.1,1.2,0.4,0.2,0.4,0.4,0.3,3.8,36.0,-663.7,540.7,-906.7,-182.3,0.1,2.3,1.2,-0.4,-0.4,1.5,0.1,98.01599884033203
2013-06,1.7,1.4,49.0,53.7,74.3,4.3,0.3,5.2,176.0,0.0,-40.15,0.928,0.459,0.985,5.14,7.6,113.0,7.8,58.7,77.7,1.3,1.0,0.2,0.1,1.2,0.1,0.1,0.25,0.0,4.1,0.0,0.5,0.3,-0.3,0.0,0.0,0.2,3.5,31.6,-777.9,750.0,-818.8,-996.4,-0.3,1.6,-0.5,-1.6,-2.3,0.7,0.1,99.37999725341797
2013-05,0.6,1.1,50.7,53.1,69.0,3.7,0.0,3.6,165.0,-0.4,-37.13,0.856,0.466,1.005,4.97,7.5,131.0,-1.4,49.0,77.7,-4.9,1.5,-0.1,-0.3,1.1,0.0,0.2,0.25,-0.9,4.1,0.4,0.1,-0.4,-0.7,-0.4,-0.2,0.1,3.3,23.1,-702.8,1251.2,-219.9,-881.9,0.6,-0.8,-0.2,1.5,2.5,-1.5,0.1,101.0999984741211
2013-04,1.1,1.5,51.3,54.4,61.9,2.8,-0.4,-5.9,138.0,0.3,-43.6,1.021,0.444,0.89,4.94,7.6,237.0,3.1,52.4,78.3,1.9,-1.7,0.0,-0.1,1.2,0.1,0.0,0.25,-0.8,4.3,0.1,-0.5,-0.2,-0.9,-0.5,-0.7,-0.3,3.0,19.8,-919.8,637.4,-677.0,-362.4,-1.6,0.7,1.2,5.2,-3.7,1.7,0.1,97.86399841308594
2013-03,1.7,2.0,54.2,56.0,68.0,4.6,1.0,4.3,268.0,0.8,-44.45,0.939,0.411,0.968,4.95,7.7,226.0,9.2,56.8,78.3,-1.0,-1.7,0.9,0.4,1.3,0.1,0.1,0.25,0.1,4.2,0.4,-0.1,0.0,-0.7,-0.3,-1.0,-0.5,2.9,15.0,-1086.6,-364.8,-1479.3,-777.5,1.6,1.7,-1.1,0.8,-3.5,-0.2,0.1,94.27999877929688
2013-02,1.4,1.6,53.1,55.2,58.4,4.4,0.4,-3.8,119.0,0.0,-38.14,0.91,0.431,0.904,4.94,7.9,215.0,10.0,55.6,79.2,1.3,2.9,0.3,0.2,1.35,0.05,0.1,0.25,-0.7999999999999999,4.3,0.4,-0.3,-0.2,-0.3,-0.2,-0.9,-0.6,2.7,10.9,-737.3,-264.1,-567.6,-1630.9,-0.4,2.9,1.1,2.4,0.1,0.0,0.1,92.3030014038086
2013-01,1.3,1.7,50.2,56.1,66.7,4.7,0.3,3.7,196.0,0.4,-48.61,0.973,0.378,0.903,4.9,7.8,118.0,-7.8,50.0,79.3,-0.3,1.0,0.2,0.0,1.4,0.0,0.3,0.25,-1.7,4.1,0.2,-0.7,-0.4,-0.1,-0.2,-0.6,-0.5,2.6,11.8,-783.8,-222.4,-847.5,-641.5,0.2,-0.2,-0.4,-0.7,0.9,-0.1,0.1,91.02100372314453
2012-12,1.5,1.8,49.9,54.7,72.2,3.7,-0.1,0.8,161.0,1.0,-42.06,0.851,0.398,0.899,4.99,7.8,157.0,-8.1,50.4,78.7,0.8,1.6,0.3,-0.2,1.5,0.0,0.3,0.25,-0.8,4.2,0.0,-0.9,-0.5,-0.2,-0.1,-0.6,-0.6,2.1,5.0,-852.1,376.9,-450.3,-953.4,-0.3,1.6,-0.1,0.2,-3.2,0.7,0.1,85.95999908447266
2012-11,2.3,2.2,51.7,54.2,70.30000000000001,3.8,0.0,1.1,138.0,-0.7,-40.28,0.888,0.361,0.868,4.76,7.9,162.0,-5.2,49.9,77.7,4.8,1.9,0.7,0.1,1.6,0.1,0.0,0.25,-0.65,4.2,-0.3,-1.0,-0.7,-0.4,0.0,-0.5,-0.5,2.3,10.8,-624.3,503.6,471.3,-551.1,0.0,-5.5,0.2,-0.1,-1.0,-3.5,0.1,82.1510009765625
2012-10,2.1,2.0,51.6,55.1,68.4,5.4,1.2,9.2,148.0,0.2,-43.79,0.863,0.369,0.894,4.69,7.8,189.0,-6.2,49.7,78.2,-5.1,1.7,0.6,0.4,1.6,0.1,0.3,0.25,-0.5,4.2,0.2,-1.5,-0.5,-0.3,-0.1,-0.8,-0.4,2.4,9.0,-959.1,454.7,-644.5,-558.6,-0.6,-2.6,0.3,-0.9,-0.9,1.5,0.1,79.68399810791016
2012-09,2.0,1.7,50.7,53.7,61.3,4.7,1.0,-13.1,142.0,-1.4,-42.47,0.758,0.368,0.803,4.83,8.1,156.0,-10.4,53.0,78.0,-1.2499999999999996,-2.1,0.8,0.4,1.6,0.1,0.0,0.25,-1.6,4.3,0.2,-1.9,-0.3,-0.4,-0.3,-0.7,-0.4,2.4,6.5,-461.9,625.4,-373.6,-755.9,0.2,0.5,-0.7,1.8,-4.4,-1.5,0.1,77.96199798583984
2012-08,0.5,1.4,50.5,52.6,65.4,4.1,0.8,3.3,141.0,0.5,-41.9,0.733,0.374,0.812,4.47,8.3,172.0,-5.9,53.7,79.2,2.6,-1.3,0.1,0.0,1.6,0.0,0.1,0.25,-1.35,4.3,-0.4,-2.2,-0.3,-0.4,-0.3,-0.7,-0.5,2.2,8.6,-371.9,433.3,112.0,-518.9,-0.2,-2.3,0.2,1.7,-2.6,-1.2,0.1,78.52999877929688
2012-07,0.7,1.7,50.2,52.1,62.7,3.8,-0.4,1.6,45.0,0.1,-48.04,0.754,0.359,0.755,4.37,8.2,152.5,7.4,52.9,78.9,0.5,-2.2,0.3,0.1,1.8,0.2,0.3,0.25,-1.1,4.4,-0.6,-1.3,-0.4,-0.2,-0.2,-0.8,-0.6,2.2,5.9,-300.8,215.1,848.2,61.7,0.1,-2.2,0.7,1.6,-0.8,0.7,0.1,78.10099792480469
2012-06,0.7,1.7,52.5,53.7,64.4,5.3,-0.4,1.6,87.0,-0.2,-50.6,0.711,0.382,0.784,4.62,8.2,133.0,2.3,52.7,79.0,-0.7,0.8,0.3,-0.2,1.8,0.1,0.2,0.25,-0.45,4.6,-0.5,-0.7,0.1,0.2,-0.1,-0.6,-0.6,2.2,2.4,-618.3,333.8,463.9,-910.4,-0.3,0.2,-0.2,4.0,-0.6,-0.4,0.1,79.80999755859375
2012-05,1.9,2.3,54.1,53.5,68.7,6.4,-0.3,-0.2,77.0,1.0,-52.62,0.744,0.343,0.723,4.62,8.1,201.0,17.1,56.2,79.2,-2.1,-0.6,0.3,0.0,1.9500000000000002,0.15000000000000002,0.1,0.25,0.2,4.5,0.3,-0.2,0.2,0.4,0.2,-0.5,-0.8,2.6,-0.3,-512.0,1589.4,4.2,-522.0,-0.1,1.3,-0.6,2.6,5.1,-1.2,0.1,78.98200225830078
2012-04,2.8,2.7,53.3,56.0,69.5,6.5,0.8,-3.7,154.0,-0.6,-45.42,0.699,0.332,0.769,4.47,8.2,230.0,6.6,62.2,78.4,1.1,-0.8,0.6,0.2,2.1,0.2,0.2,0.25,0.1,4.5,0.6,0.5,-0.2,0.5,0.2,-0.3,-0.5,3.0,-0.2,-616.6,1177.8,102.1,-82.6,-1.0,-1.7,0.0,3.4,0.2,2.0,0.1,80.3499984741211
2012-03,3.3,2.9,51.9,57.3,71.6,6.5,0.9,1.9,240.0,0.0,-52.52,0.694,0.353,0.715,4.6,8.3,173.0,20.2,64.0,78.7,-1.1,1.9,0.8,0.3,1.9,0.1,0.3,0.25,-0.9,4.55,0.2,0.6,-0.6,0.3,0.1,-0.1,-0.3,2.9,11.3,-321.4,-437.3,-1381.6,32.9,1.6,3.4,-0.6,-2.3,-1.2,3.1,0.1,82.86000061035156
2012-02,4.1,2.9,54.1,56.8,61.5,5.8,1.1,-3.6,275.0,0.4,-50.42,0.706,0.318,0.676,4.63,8.3,325.0,19.5,60.2,78.8,1.4,-3.2,0.6,0.2,1.85,0.1,0.1,0.25,0.1,4.6,-0.1,0.5,-0.2,0.04999999999999999,0.0,-0.2,-0.35,3.1,15.0,-494.3,303.5,-145.8,-1475.0,-1.0,3.1,1.8,-0.8999999999999999,-0.3,0.7,0.1,80.4800033569336
2012-01,4.8,3.0,53.1,52.6,64.8,6.5,-0.5,3.2,203.0,1.0,-47.06,0.689,0.324,0.671,4.38,8.5,227.5,13.5,62.2,78.5,2.2,2.1,0.3,0.1,1.8,0.1,0.1,0.25,-0.04999999999999999,4.5,0.1,1.2,0.1,-0.2,-0.1,-0.3,-0.4,3.2,13.5,-568.7,138.5,-585.1,-205.6,0.8,-2.9,-0.6,0.5,-2.5,-2.0,0.1,76.36000061035156
2011-12,5.7,3.4,52.2,52.0,55.2,6.7,0.3,4.3,100.0,-0.3,-43.27,0.685,0.318,0.68,4.39,8.7,130.0,8.2,62.5,77.9,-0.2,0.5,0.8,0.1,1.7,0.1,0.0,0.25,-0.2,4.5,0.1,1.6,-0.1,-0.5,-0.2,-0.4,-0.3,3.0,19.5,-537.9,562.4,-206.1,-684.7,-0.7,4.1,0.7,-3.2,-1.4,1.4,0.1,77.65899658203125
2011-11,5.9,3.5,51.8,52.9,40.9,7.2,0.6,0.0,100.0,0.7,-44.17,0.627,0.311,0.644,4.25,9.0,116.0,0.6,59.3,77.9,-0.1,1.5,0.0,-0.1,1.7,0.1,0.3,0.25,0.0,4.1,-0.8,1.6,0.1,-0.2,-0.1,-0.8,-0.5,2.8,17.0,-495.7,1584.8,373.2,-280.2,-0.3,-3.6,-0.7,-0.4,-3.6,-1.4,0.1,77.95999908447266
2011-10,6.9,3.9,52.5,53.0,46.4,7.9,0.5,-1.5,210.0,-0.1,-44.92,0.63,0.302,0.589,4.9,9.1,102.5,-8.5,61.3,77.7,0.1,1.8,0.4,0.2,1.6,0.0,0.3,0.25,-0.4,4.3,-0.1,2.5,-0.1,0.0,0.2,-0.5,-0.4,2.7,16.7,-96.7,407.5,533.95,-296.2,0.4,2.4,0.0,-1.9,-2.6,-1.7,0.1,75.73999786376953
2011-09,6.5,3.8,52.5,53.3,45.2,7.2,0.5,-0.1,104.0,0.0,-45.63,0.572,0.29,0.625,5.06,9.1,89.0,-8.8,58.1,77.6,1.1,-0.4,0.5,0.3,1.7,0.2,-0.2,0.25,-0.55,4.7,-0.2,2.6,-0.3,0.2,0.2,-0.2,-0.1,2.7,15.9,-294.4,990.2,694.7,-775.3,2.3,0.6,-0.3,-4.1,0.8,-0.3,0.1,76.76499938964844
2011-08,7.2,3.6,51.4,52.7,59.2,8.5,0.3,4.1,127.0,0.9,-51.6,0.601,0.295,0.601,4.67,9.1,145.0,-7.7,59.8,77.5,2.1,0.7,0.4,0.4,1.6,0.2,0.5,0.25,-0.7,4.6,0.2,2.9,-0.3,0.2,0.1,-0.2,-0.2,3.0,15.0,-160.2,526.9,131.5,70.0,1.8,5.2,1.8,-2.1,-0.5,2.9,0.1,76.70099639892578
2011-07,7.0,3.6,55.3,53.3,57.6,8.1,0.2,-1.3,46.0,0.4,-50.83,0.613,0.303,0.617,4.84,9.2,36.0,-3.8,61.1,76.7,0.6,0.6,0.9,0.30000000000000004,1.4500000000000002,0.2,0.0,0.25,1.0,4.5,0.1,2.6,-0.8,-0.4,-0.2,0.1,0.0,2.9,17.0,-196.5,590.7,772.7,68.6,1.4,12.8,0.8,-4.2,-2.5,2.4,0.1,77.7300033569336
2011-06,7.3,3.6,53.5,54.6,61.7,7.7,0.2,1.9,25.0,-0.1,-43.63,0.549,0.308,0.609,4.81,9.1,177.0,-7.8,56.6,76.7,-0.9,0.7,1.0,0.2,1.3,0.2,0.3,0.25,0.45000000000000007,4.7,-0.1,2.2,-0.9,0.3,0.6,-0.1,0.1,2.7,16.2,-450.0,405.6,-417.5,-855.8,-6.4,-1.1,2.5,-1.9,-1.9,4.1,0.1,80.70999908447266
2011-05,6.8,3.2,60.4,52.8,66.0,7.6,0.5,-2.7,232.0,0.0,-46.82,0.541,0.316,0.563,5.0,9.0,192.0,11.9,67.6,76.7,3.8,-0.4,1.3,0.3,1.1,0.2,0.1,0.25,-0.1,4.6,0.9,2.5,-0.7,0.3,0.6,-0.1,0.1,2.7,23.9,-469.6,1679.1,240.3,-463.7,0.7,-21.5,-5.9,-3.0,-7.5,-7.6,0.1,80.87999725341797
2011-04,5.8,2.7,61.2,57.3,63.8,7.1,1.2,4.4,221.0,0.7,-45.44,0.585,0.305,0.574,5.09,8.8,207.0,21.7,70.6,77.0,1.7499999999999998,2.5,0.7,0.4,0.9,0.1,0.0,0.25,0.09999999999999998,4.6,0.6,2.0,-1.2,0.0,-0.1,-0.1,0.2,2.7,16.9,1.4,1641.0,723.3,196.5,-0.5,2.9,1.0,-8.5,0.5,0.8,0.1,81.52999877929688
2011-03,5.6,2.1,61.4,59.7,72.0,8.9,1.1,-1.1,194.0,0.1,-46.97,0.512,0.281,0.534,4.92,8.9,189.0,17.5,71.2,76.5,-0.3,-0.6,1.0,0.4,0.9,0.2,0.0,0.25,0.3,4.9,0.2,1.7,-1.1,0.0,-0.3,-0.3,-0.3,2.4,5.6,556.0,461.9,-394.5,653.3,-0.3,3.6,-0.1,-0.2,-0.7,4.1,0.1,83.1500015258789
2011-02,3.6,1.6,60.8,59.4,64.8,7.8,0.6,3.6,63.0,0.3,-40.26,0.618,0.31,0.568,5.4,9.0,247.0,15.4,68.8,76.8,1.4,-3.0,1.1,0.3,0.8,0.2,0.4,0.25,0.1,4.9,0.5,1.6,-1.2,0.0,-0.2,-0.1,-0.4,2.3,5.5,268.8,1195.3,768.8,-471.4,-0.2,3.0,-0.8,-1.0,-1.7,-4.1,0.1,81.62200164794922
2011-01,4.0,1.5,58.5,57.1,53.3,7.9,0.3,-0.4,121.0,1.2,-38.32,0.52,0.331,0.627,5.22,9.4,92.0,11.9,66.8,76.8,1.3,4.5,0.4,0.3,0.7,0.0,0.1,0.25,0.15000000000000002,5.1,0.4,1.2,-1.4,0.0,-0.4,-0.1,-0.2,2.3,7.0,579.9,926.2,259.7,725.9,-0.3,1.6,0.6,-3.3,0.1,2.1,0.1,82.08899688720703
2010-12,3.5,1.1,56.6,55.0,54.3,7.7,1.2,-1.3,71.0,0.3,-38.42,0.553,0.287,0.544,4.7,9.8,82.0,9.9,61.9,75.4,-0.7,2.4,0.8,0.3,0.8,0.1,0.1,0.25,0.2,5.1,0.1,0.9,-1.3,0.1,-0.5,-0.2,-0.4,2.6,7.6,536.0,1436.2,912.9,162.8,-0.8,-2.3,0.3,-0.4,0.4,-1.9,0.1,81.4800033569336
2010-11,4.3,1.2,56.9,54.3,49.9,7.3,0.3,-3.1,172.0,-0.2,-44.6,0.534,0.282,0.552,4.43,9.6,-2.0,-11.1,60.2,74.9,3.0,-1.9,1.3,0.5,0.8,0.2,0.3,0.25,0.5,5.0,0.2,0.8,-1.5,0.2,-0.6,0.2,-0.5,2.7,6.4,575.7,1959.8,927.0,821.9,-0.4,-1.1,-0.9,-0.4,-1.7,-2.8,0.1,84.25399780273438
2010-10,4.0,1.1,54.4,53.2,48.5,7.3,0.5,5.0,-41.0,-0.2,-46.48,0.588,0.308,0.539,4.53,9.6,10.0,15.7,60.6,74.8,0.0,1.3,0.6,0.3,1.4,0.1,0.0,0.25,0.0,5.1,0.0,-0.1,-1.3,-0.6,-1.1,0.3,-0.5,2.8,5.8,611.3,1709.9,195.9,791.1,1.0,-0.9,-0.2,0.0,-1.9,1.4,0.1,81.67900085449219
2010-09,3.1,1.1,56.3,51.5,53.2,3.6,0.6,-1.0,-57.0,0.2,-42.58,0.608,0.288,0.571,4.12,9.6,37.0,4.1,56.7,74.8,0.1,1.9,1.1,0.4,1.4,0.1,0.3,0.25,0.9,5.2,0.0,0.0,-1.4,-0.9,-1.0,-0.6,-1.0,2.8,5.6,590.0,1460.0,916.1,103.2,0.2,-0.3,1.6,1.7,-1.2,0.7,0.1,83.76599884033203
2010-08,4.2,1.2,55.5,54.3,51.0,5.5,0.1,0.7,-54.0,1.0,-49.76,0.541,0.288,0.56,3.83,9.5,28.0,7.1,62.3,74.6,-1.2,-2.8,0.5,0.5,1.4,0.1,0.2,0.25,1.8,5.3,-0.1,-0.1,-1.4,-0.9,-1.1,-1.0,-1.1,2.7,5.4,610.4,1360.0,769.0,804.2,0.2,-2.1,-0.1,1.1,-2.6,0.4,0.1,84.53199768066406
2010-07,2.8,1.1,56.2,53.8,54.3,4.8,-0.1,-0.1,-221.0,-0.1,-41.98,0.537,0.315,0.58,5.26,9.5,19.0,5.1,59.1,74.1,-1.4,-0.6,0.1,0.4,1.45,0.1,-0.1,0.25,0.95,5.2,-0.4,0.5,-1.2,-0.7,-1.0,-1.2,-1.3,2.9,3.6,514.5,904.8,391.0,687.0,1.8,0.8,-0.9,0.8,-4.0,-2.0,0.1,86.44999694824219
2010-06,5.3,2.0,59.7,55.4,62.7,6.9,-1.2,-0.8,433.0,1.3,-40.32,0.578,0.267,0.57,5.66,9.7,65.0,19.6,59.7,74.7,1.0,1.6,0.4,0.3,1.5,0.1,0.2,0.25,0.1,5.1,0.1,0.4,-0.9,-0.9,-1.25,-0.9,-1.3,3.1,3.7,320.2,1379.6,859.1,487.0,-0.8,0.0,2.1,0.5,-3.6,0.5,0.1,88.43000030517578
2010-05,5.5,2.2,60.4,55.4,57.7,8.8,0.6,2.9,290.0,0.7,-40.4,0.66,0.446,0.61,5.77,9.9,42.0,19.1,63.8,73.7,1.3,-1.0,0.7,0.2,1.2,0.1,0.1,0.25,1.6,5.0,0.5,-0.1,-1.2,-1.2,-1.5,-1.4,-1.5,2.9,2.9,729.1,1773.0,1074.7,740.5,-2.3,0.6,-3.0,-0.7,-5.0,0.8,0.1,91.19000244140625
2010-04,6.0,2.3,59.6,55.4,52.3,7.6,1.2,0.0,230.0,0.2,-39.4,0.64,0.439,0.69,5.36,9.7,19.0,31.9,58.8,73.1,1.3,4.8,0.4,0.35,1.25,0.05,-0.1,0.25,1.4000000000000001,4.9,0.2,-1.3,-1.3,-1.1,-1.2,-1.5,-1.9,2.7,2.1,666.2,1119.0,778.0,948.9,3.8,0.0,-0.2,4.4,-4.0,0.9,0.1,93.83000183105469
2010-03,4.4,2.1,56.5,53.0,46.0,3.9,0.8,1.1,-14.0,0.3,-37.0,0.616,0.324,0.63,5.01,9.7,-60.0,22.9,62.6,72.7,1.3,1.7,0.2,0.5,1.3,0.0,0.1,0.25,1.2,4.9,0.1,-1.5,-1.2,-1.1,-1.2,-1.7,-1.8,2.9,2.2,471.8,1712.8,197.2,651.0,-0.3,3.9,2.9,1.7,-5.7,2.0,0.1,93.5199966430664
2010-02,4.6,2.6,58.4,50.5,56.5,4.7,0.5,3.9,-26.0,0.9,-39.9,0.61,0.309,0.62,5.05,9.7,-61.0,24.9,61.5,72.5,1.5,-0.6,-0.3,0.3,1.5,0.1,0.2,0.25,1.0,4.9,0.1,-2.1,-1.2,-1.2,-1.3,-1.8,-1.8,2.9,4.9,728.4,1100.5,631.2,85.2,0.2,1.4,-0.9,1.9,-4.6,-1.2,0.1,88.88999938964844
2010-01,4.4,2.7,54.9,49.8,53.6,5.4,-0.2,1.9,-150.0,0.7,-36.4,0.58,0.348,0.65,5.45,10.0,-169.0,15.9,58.7,71.9,1.0,2.0,0.4,0.5,1.45,0.05,0.2,0.25,-0.8999999999999999,5.2,0.1,-3.9,-1.5,-2.0,-1.3,-1.9500000000000002,-2.0,3.1,5.2,655.9,1304.8,490.6,545.3,1.1,3.2,-0.1,2.1,-7.1499999999999995,0.0,0.1,90.2300033569336
2009-12,2.4,1.8,53.6,48.7,50.6,1.9,1.9,-0.4,4.0,0.6,-33.2,0.58,0.37,0.59,6.54,10.0,-195.0,2.6,56.1,71.5,0.8,2.1,0.4,0.7,1.4,0.0,0.2,0.25,-2.8,5.1,0.1,-5.0,-2.0,-1.9,-1.7,-2.1,-1.9,3.3,3.8,492.4,1321.4,949.0,371.3,-0.6,0.2,0.4,2.2,-9.7,-0.9,0.1,92.91000366210938
2009-11,-1.9,-0.2,55.7,50.6,48.7,-1.7,0.2,-0.6,-111.0,0.0,-35.65,0.53,0.4,0.55,6.1,10.2,-211.0,23.5,54.2,70.6,1.6,-1.3,-0.4,0.6,1.4,0.2,0.3,0.25,-1.9,5.3,-0.7,-6.7,-2.2,-2.5,-1.9,-2.2,-1.9,3.4,4.4,419.1,1338.0,599.2,805.4,0.9,1.6,-0.6,1.6,-7.6499999999999995,0.9,0.1,86.25
2009-10,-4.8,-1.3,52.6,50.9,53.4,-5.7,0.4,2.0,-219.0,0.6,-30.8,0.59,0.405,0.57,5.54,9.8,-227.0,34.6,46.1,70.5,-0.8,1.8,-1.6,-0.6,1.3,0.1,0.1,0.25,-2.5,5.5,-0.35,-7.35,-3.2,-2.2,-2.3,-2.4,-2.2,3.0,4.5,58.6,1233.6,303.7,525.3,0.5,2.3,0.3,1.0,-5.6,1.0,0.1,90.31999969482422
2009-09,-4.3,-1.5,52.9,48.4,54.5,-5.3,1.1,-2.6,-201.0,1.2,-31.85,0.59,0.417,0.58,5.09,9.7,-360.0,18.9,50.0,69.9,1.4,-0.3,-1.1,-0.14999999999999997,1.35,0.1,0.4,0.25,-3.1,5.7,0.0,-8.0,-3.5,-2.2,-2.4,-2.1,-2.1,2.8,6.1,173.5,1159.0,437.3,183.3,0.2,3.9,0.6,-0.5,-6.15,0.35000000000000003,0.1,89.87000274658203
2009-08,-6.8,-2.1,48.9,46.4,47.4,-8.3,-0.5,4.9,-276.0,1.0,-27.49,0.59,0.433,0.56,5.24,9.4,-473.0,12.1,43.4,69.0,0.9,0.8,-1.4,0.3,1.4,0.1,0.3,0.25,-5.6,5.4,0.4,-8.5,-3.4,-2.2,-2.2,-1.7,-1.9,2.7,6.1,222.1,1798.8,602.2,377.9,0.7,2.3,0.2,-2.0,-6.7,-0.3,0.1,92.87000274658203
2009-07,-4.6,-1.4,44.8,47.0,49.3,-9.0,0.5,-1.3,-467.0,-0.4,-25.97,0.59,0.395,0.57,4.89,9.5,-485.0,-0.6,39.9,68.1,1.1,2.5,-1.2,0.2,1.6,0.1,0.0,0.25,-4.15,5.2,-0.4,-6.6,-3.2,-1.8,-1.7,-1.8,-1.7,2.7,6.1,374.1,1015.8,387.3,507.5,2.6,8.0,-0.3,0.2,-6.5,0.1,0.1,94.63999938964844
2009-06,-5.0,-1.3,42.8,44.0,54.8,-9.6,0.4,1.3,-322.0,-1.2,-28.79,0.53,0.342,0.518,4.77,9.4,-491.0,-9.4,34.9,68.2,0.5,1.1,-1.3,0.1,1.8,0.1,0.2,0.25,-2.7,5.0,-0.5,-5.5,-3.0,-1.1,-1.1,-1.5,-1.3,2.7,7.9,309.5,966.3,184.3,298.2,-1.8,10.2,2.2,0.3,-6.7,0.6,0.1,96.33100128173828
2009-05,-3.7,-0.7,40.1,43.7,40.8,-10.1,-0.2,1.9,-504.0,-0.7,-28.53,0.45,0.344,0.5,4.66,8.9,-708.0,-4.6,40.1,69.1,-0.9,0.4,-1.0,-0.09999999999999998,1.8,0.15000000000000002,0.1,0.25,-3.9,4.8,-0.6,-4.0,-2.4,-0.1,-0.1,-0.8,-0.7,2.7,8.2,81.7,902.3,132.9,69.0,-2.3,0.8,-2.8,-1.3,-8.1,-1.1,0.1,95.31199645996094
2009-04,-3.5,-0.4,36.3,40.8,26.9,-9.4,-1.2,-0.8,-699.0,-1.7,-26.13,0.53,0.351,0.516,4.55,8.5,-697.0,-14.7,31.4,69.4,0.7,-0.6,-1.4,-0.3,1.8,0.2,0.2,0.25,-3.3,4.4,-0.3,-2.5,-2.1,-0.3,-0.1,-0.2,0.0,2.2,6.9,-97.1,685.0,202.1,10.3,-1.7,-11.9,-0.8,-0.4,-8.1,-0.2,0.1,98.69000244140625
2009-03,-1.3,0.2,35.8,41.6,25.3,-8.6,1.0,2.1,-651.0,-1.5,-36.2,0.572,0.358,0.564,4.72,8.1,-522.0,-38.2,34.2,70.3,-3.5,3.9,-1.1,0.4,1.8,0.2,0.2,0.25,-2.7,4.1,-0.5,-1.6,-2.6,-0.1,0.0,0.2,0.4,2.1,6.4,71.1,258.0,-844.4,82.1,-2.6,-12.9,0.4,-3.5,-1.1,-0.1,0.1,98.97000122070312
